StockCode,week,units,revenue,orders
22325,2009-11-30,10,49.5,3
22325,2010-01-04,4,19.8,2
22325,2010-01-11,97,329.0,18
22325,2010-01-18,67,241.02,13
22325,2010-01-25,21,103.95000000000002,7
22325,2010-02-01,13,64.35000000000001,4
22325,2010-02-08,6,29.700000000000003,2
22325,2010-02-15,59,258.45,5
22325,2010-02-22,3,14.850000000000001,1
22325,2010-03-15,3,14.850000000000001,1
22325,2010-03-22,7,34.650000000000006,3
22325,2010-04-19,5,24.75,3
22325,2010-04-26,1,4.95,1
22325,2010-05-03,4,26.72,3
22325,2010-05-10,20,99.00000000000001,8
22325,2010-05-24,3,14.850000000000001,1
22325,2010-05-31,3,14.850000000000001,1
22325,2010-06-07,2,9.9,1
22325,2010-06-14,1,4.95,1
22325,2010-06-21,5,31.67,3
22325,2010-06-28,1,11.87,1
22325,2010-07-05,9,44.550000000000004,4
22325,2010-07-12,3,14.850000000000001,2
22325,2010-07-19,6,29.700000000000003,3
22325,2010-07-26,2,16.82,2
22325,2010-08-02,4,19.8,2
22325,2010-08-16,1,4.95,1
22325,2010-08-23,13,78.19,8
22325,2010-08-30,3,14.850000000000001,1
22325,2010-09-06,3,14.850000000000001,1
22325,2010-09-13,3,14.850000000000001,1
22325,2010-09-20,6,29.700000000000003,1
22325,2010-09-27,2,9.9,1
22325,2010-10-04,12,59.400000000000006,5
22325,2010-10-11,9,44.550000000000004,3
22325,2010-10-18,11,54.45,5
22325,2010-10-25,3,14.850000000000001,1
22325,2010-11-01,12,59.400000000000006,2
22325,2010-11-15,6,29.700000000000003,2
22325,2010-11-22,3,14.850000000000001,2
22325,2010-11-29,7,41.57,4
22325,2010-12-06,1,11.87,1
22325,2010-12-13,3,14.850000000000001,1
22325,2010-12-20,8,26.88,1
22325,2011-01-03,25,88.77,8
22325,2011-01-10,28,103.06,9
22325,2011-01-17,36,121.32,11
22325,2011-01-24,3,28.21,3
22325,2011-01-31,3,21.53,2
22325,2011-02-07,6,29.700000000000003,2
22325,2011-02-21,3,14.850000000000001,1
22325,2011-03-07,4,26.48,3
22325,2011-03-14,3,14.850000000000001,1
22325,2011-03-21,3,14.850000000000001,1
22325,2011-03-28,3,14.850000000000001,1
22325,2011-04-04,3,14.850000000000001,1
22325,2011-04-11,3,14.850000000000001,1
22325,2011-04-25,2,9.9,2
22325,2011-05-09,4,19.8,2
22325,2011-06-06,4,19.8,2
22325,2011-06-13,1,11.63,1
22325,2011-06-20,4,26.480000000000004,2
22325,2011-06-27,1,4.95,1
22325,2011-07-04,1,4.95,1
22325,2011-07-11,9,44.550000000000004,1
22325,2011-07-18,5,24.75,2
22325,2011-07-25,5,24.75,3
22325,2011-08-01,15,74.25,4
22325,2011-08-15,3,14.850000000000001,1
22325,2011-08-29,3,14.850000000000001,1
22325,2011-09-05,8,39.6,2
22325,2011-09-26,1,4.95,1
22325,2011-10-03,1,4.95,1
22325,2011-10-10,10,49.5,3
22325,2011-10-17,3,14.850000000000001,1
22325,2011-10-24,1,4.95,1
22325,2011-10-31,11,54.45,4
22325,2011-11-07,1,4.95,1
22325,2011-11-14,13,64.35000000000001,4
22325,2011-11-21,4,19.8,2
22325,2011-11-28,3,14.850000000000001,1
22326,2010-01-04,48,141.60000000000002,2
22326,2010-01-11,115,340.77,14
22326,2010-01-18,244,712.52,28
22326,2010-01-25,162,476.46000000000004,25
22326,2010-02-01,158,455.78000000000003,24
22326,2010-02-08,155,446.93,19
22326,2010-02-15,523,1371.57,18
22326,2010-02-22,106,315.66,16
22326,2010-03-01,125,398.35,18
22326,2010-03-08,175,486.73,15
22326,2010-03-15,56,168.16000000000003,12
22326,2010-03-22,209,567.83,17
22326,2010-03-29,143,537.13,12
22326,2010-04-05,210,587.02,15
22326,2010-04-12,76,224.20000000000005,9
22326,2010-04-19,78,239.54000000000002,13
22326,2010-04-26,154,460.2200000000001,19
22326,2010-05-03,405,1085.47,16
22326,2010-05-10,32,94.4,6
22326,2010-05-17,145,411.51000000000005,15
22326,2010-05-24,123,366.37000000000006,22
22326,2010-05-31,55,182.97000000000003,15
22326,2010-06-07,152,457.28000000000003,22
22326,2010-06-14,181,504.43,14
22326,2010-06-21,125,364.35,15
22326,2010-06-28,310,841.22,19
22326,2010-07-05,123,374.69000000000005,20
22326,2010-07-12,88,262.56000000000006,14
22326,2010-07-19,178,492.62,13
22326,2010-07-26,63,185.85000000000002,14
22326,2010-08-02,60,182.92000000000002,8
22326,2010-08-09,62,307.24,12
22326,2010-08-16,52,153.4,8
22326,2010-09-13,1,2.95,1
22326,2010-10-04,207,533.85,5
22326,2010-10-11,326,888.72,21
22326,2010-10-18,32,94.40000000000002,9
22326,2010-10-25,250,702.82,14
22326,2010-11-01,347,933.57,20
22326,2010-11-08,140,450.34000000000003,20
22326,2010-11-15,147,479.87000000000006,22
22326,2010-11-22,202,646.8000000000001,27
22326,2010-11-29,487,1334.91,22
22326,2010-12-06,134,449.16,20
22326,2010-12-13,81,292.81000000000006,16
22326,2010-12-20,211,593.5899999999999,5
22326,2011-01-03,85,285.13,12
22326,2011-01-10,197,563.19,12
22326,2011-01-17,369,1013.8299999999999,13
22326,2011-01-24,159,459.25,11
22326,2011-01-31,41,138.51000000000002,6
22326,2011-02-07,83,254.25,8
22326,2011-02-14,201,559.4300000000001,12
22326,2011-02-21,240,649.6,11
22326,2011-02-28,91,260.61,8
22326,2011-03-07,41,166.27,10
22326,2011-03-14,90,305.46000000000004,16
22326,2011-03-21,151,448.65000000000003,17
22326,2011-03-28,173,501.74999999999994,9
22326,2011-04-04,174,504.66,14
22326,2011-04-11,79,255.13000000000002,15
22326,2011-04-18,63,209.93000000000004,12
22326,2011-04-25,69,202.75,5
22326,2011-05-02,69,225.63000000000002,10
22326,2011-05-09,337,898.15,11
22326,2011-05-16,63,185.85000000000002,12
22326,2011-05-23,103,303.85,15
22326,2011-05-30,374,996.6200000000001,18
22326,2011-06-06,104,298.96000000000004,13
22326,2011-06-13,346,908.3399999999999,9
22326,2011-06-20,79,244.41000000000005,16
22326,2011-06-27,69,192.87,7
22326,2011-07-04,80,244.52000000000004,11
22326,2011-07-11,81,244.63000000000002,15
22326,2011-07-18,119,331.85,11
22326,2011-07-25,116,328.68,12
22326,2011-08-01,65,200.27,10
22326,2011-08-08,518,1350.3,13
22326,2011-08-15,217,582.55,13
22326,2011-08-22,224,622.4000000000001,17
22326,2011-08-29,139,407.89000000000004,18
22326,2011-09-05,111,327.45000000000005,18
22326,2011-09-12,15,47.09,6
22326,2011-09-19,268,747.2,20
22326,2011-09-26,88,262.44000000000005,15
22326,2011-10-03,93,274.35,20
22326,2011-10-10,238,666.5400000000001,21
22326,2011-10-17,392,1044.04,22
22326,2011-10-24,167,462.77,12
22326,2011-10-31,158,439.06,13
22326,2011-11-07,127,397.37000000000006,20
22326,2011-11-14,319,889.81,24
22326,2011-11-21,261,735.07,24
22326,2011-11-28,145,442.63,19
22326,2011-12-05,234,677.46,24
22327,2010-01-04,4,11.8,1
22327,2010-01-11,18,59.02,8
22327,2010-01-18,29,126.99000000000001,12
22327,2010-01-25,26,82.62,9
22327,2010-02-01,26,91.50000000000001,10
22327,2010-02-08,40,120.96000000000001,6
22327,2010-02-15,23,73.77000000000001,9
22327,2010-02-22,95,261.05,10
22327,2010-03-01,91,258.13,12
22327,2010-03-08,215,558.01,8
22327,2010-03-15,25,73.75,6
22327,2010-03-22,38,112.10000000000002,12
22327,2010-03-29,6,15.299999999999999,1
22327,2010-04-05,56,165.20000000000002,10
22327,2010-04-12,22,64.9,5
22327,2010-04-19,14,41.300000000000004,3
22327,2010-04-26,51,150.45000000000002,8
22327,2010-05-03,81,219.75,10
22327,2010-05-10,35,112.13000000000001,12
22327,2010-05-17,74,207.98000000000002,9
22327,2010-05-24,45,132.75000000000003,9
22327,2010-05-31,22,70.82000000000001,7
22327,2010-06-07,57,171.11,11
22327,2010-06-14,21,67.87,5
22327,2010-06-21,37,115.07000000000001,8
22327,2010-06-28,8,23.6,3
22327,2010-07-05,38,118.02000000000001,11
22327,2010-07-12,17,50.150000000000006,7
22327,2010-07-19,50,147.50000000000003,8
22327,2010-07-26,38,112.10000000000001,8
22327,2010-08-02,15,47.21000000000001,4
22327,2010-08-09,127,365.95,11
22327,2010-08-16,38,112.10000000000002,5
22327,2010-08-23,19,56.05000000000001,4
22327,2010-08-30,41,139.19,9
22327,2010-09-06,19,61.970000000000006,6
22327,2010-09-13,23,67.85000000000001,5
22327,2010-09-20,13,45.99,6
22327,2010-09-27,32,102.04,7
22327,2010-10-04,71,204.67,7
22327,2010-10-11,21,65.77000000000001,7
22327,2010-10-18,27,79.65,5
22327,2010-10-25,14,48.94,4
22327,2010-11-01,35,106.21000000000001,9
22327,2010-11-08,15,44.25000000000001,5
22327,2010-11-15,49,152.19000000000003,14
22327,2010-11-22,19,67.51,9
22327,2010-11-29,34,107.08000000000001,12
22327,2010-12-06,21,91.17,10
22327,2010-12-13,24,111.1,6
22327,2010-12-20,9,56.25,3
22327,2011-01-03,10,37.14,4
22327,2011-01-10,9,52.31,3
22327,2011-01-17,12,53.800000000000004,4
22327,2011-01-24,14,56.02,4
22327,2011-01-31,6,17.700000000000003,1
22327,2011-02-07,4,22.0,4
22327,2011-02-14,4,25.68,2
22327,2011-02-21,14,74.42,5
22327,2011-03-07,12,56.64,4
22327,2011-03-14,6,27.9,5
22327,2011-03-21,4,22.84,2
22327,2011-03-28,112,303.03999999999996,7
22327,2011-04-04,5,21.27,5
22327,2011-04-11,27,87.01,5
22327,2011-04-18,4,19.16,2
22327,2011-04-25,11,43.49,3
22327,2011-05-02,12,46.440000000000005,3
22327,2011-05-09,22,79.62,3
22327,2011-05-16,14,41.300000000000004,3
22327,2011-05-23,13,45.71,5
22327,2011-05-30,21,69.31,5
22327,2011-06-06,16,72.12,7
22327,2011-06-13,3,19.89,2
22327,2011-06-20,14,44.14000000000001,3
22327,2011-06-27,50,131.98,3
22327,2011-07-04,32,117.64000000000001,7
22327,2011-07-11,19,62.57000000000001,8
22327,2011-07-18,16,58.24000000000001,4
22327,2011-07-25,14,52.34,4
22327,2011-08-01,20,65.52000000000001,4
22327,2011-08-08,15,66.33000000000001,4
22327,2011-08-15,18,75.18,3
22327,2011-08-22,76,223.4,10
22327,2011-08-29,31,143.61,11
22327,2011-09-05,34,155.5,8
22327,2011-09-12,6,32.42,4
22327,2011-09-19,28,96.48,9
22327,2011-09-26,23,71.53,5
22327,2011-10-03,59,158.53,5
22327,2011-10-10,43,137.89000000000001,8
22327,2011-10-17,32,123.0,9
22327,2011-10-24,11,61.37,4
22327,2011-10-31,15,72.01,5
22327,2011-11-07,23,106.65,8
22327,2011-11-14,23,106.65,8
22327,2011-11-21,36,158.04000000000002,11
22327,2011-11-28,78,234.14,12
22327,2011-12-05,38,180.14000000000001,15
22328,2010-01-04,34,100.3,2
22328,2010-01-11,127,358.41,15
22328,2010-01-18,201,556.07,20
22328,2010-01-25,89,277.35,22
22328,2010-02-01,96,272.88,11
22328,2010-02-08,135,359.84999999999997,8
22328,2010-02-15,330,858.3,10
22328,2010-02-22,188,516.2,17
22328,2010-03-01,51,156.37,15
22328,2010-03-08,75,221.25000000000003,12
22328,2010-03-15,39,115.05000000000001,7
22328,2010-03-22,75,224.21000000000004,18
22328,2010-03-29,101,437.71000000000004,6
22328,2010-04-05,242,637.1,11
22328,2010-04-12,41,120.95000000000002,6
22328,2010-04-19,120,337.76,14
22328,2010-04-26,125,368.75000000000006,15
22328,2010-05-03,316,830.1199999999999,12
22328,2010-05-10,29,88.51000000000002,7
22328,2010-05-17,156,421.8,10
22328,2010-05-24,100,297.96000000000004,16
22328,2010-05-31,43,132.77,14
22328,2010-06-07,104,287.6,17
22328,2010-06-14,181,520.6700000000001,19
22328,2010-06-21,93,264.03000000000003,11
22328,2010-06-28,173,474.91,15
22328,2010-07-05,67,191.65,12
22328,2010-07-12,94,269.3,14
22328,2010-07-19,150,404.1,10
22328,2010-07-26,81,238.95000000000005,13
22328,2010-08-02,180,473.4,9
22328,2010-08-09,398,1030.1,12
22328,2010-08-16,247,671.0500000000001,16
22328,2010-08-23,214,576.66,12
22328,2010-08-30,90,265.34000000000003,16
22328,2010-09-06,86,259.62,13
22328,2010-09-13,2,8.86,2
22328,2010-09-20,4,11.8,2
22328,2010-10-04,127,336.25,7
22328,2010-10-11,219,607.65,19
22328,2010-10-18,61,163.95000000000002,8
22328,2010-10-25,52,153.40000000000003,12
22328,2010-11-01,261,718.27,16
22328,2010-11-08,226,616.3000000000001,19
22328,2010-11-15,125,349.55,18
22328,2010-11-22,77,238.61,13
22328,2010-11-29,227,602.45,13
22328,2010-12-06,1538,3960.5199999999995,16
22328,2010-12-13,196,520.6,11
22328,2010-12-20,20,64.08000000000001,3
22328,2011-01-03,44,132.32000000000002,9
22328,2011-01-10,113,321.55,10
22328,2011-01-17,246,652.44,10
22328,2011-01-24,51,155.17000000000002,9
22328,2011-01-31,45,136.29000000000002,8
22328,2011-02-07,61,171.37,5
22328,2011-02-14,44,135.70000000000002,8
22328,2011-02-21,155,424.75,13
22328,2011-02-28,96,260.84000000000003,11
22328,2011-03-07,26,89.68,6
22328,2011-03-14,126,348.06,13
22328,2011-03-21,168,469.08000000000004,15
22328,2011-03-28,215,587.11,10
22328,2011-04-04,105,294.09000000000003,7
22328,2011-04-11,54,161.66,8
22328,2011-04-18,35,105.61,6
22328,2011-04-25,77,210.31,8
22328,2011-05-02,58,177.48000000000002,10
22328,2011-05-09,335,915.41,17
22328,2011-05-16,47,142.67000000000002,9
22328,2011-05-23,128,384.68000000000006,20
22328,2011-05-30,83,251.71000000000004,16
22328,2011-06-06,88,278.26000000000005,13
22328,2011-06-13,151,410.59000000000003,8
22328,2011-06-20,72,217.60000000000002,13
22328,2011-06-27,220,586.14,8
22328,2011-07-04,71,220.07000000000002,9
22328,2011-07-11,72,223.98000000000002,17
22328,2011-07-18,56,175.82000000000002,8
22328,2011-07-25,59,182.79000000000002,12
22328,2011-08-01,73,218.89000000000004,9
22328,2011-08-08,145,408.71,11
22328,2011-08-15,52,162.84000000000003,8
22328,2011-08-22,115,320.05,13
22328,2011-08-29,99,284.21000000000004,12
22328,2011-09-05,42,129.58,8
22328,2011-09-12,32,100.30000000000001,7
22328,2011-09-19,125,367.03000000000003,14
22328,2011-09-26,157,465.05,16
22328,2011-10-03,37,111.51000000000002,9
22328,2011-10-10,112,337.48,17
22328,2011-10-17,132,356.9,11
22328,2011-10-24,94,269.68,11
22328,2011-10-31,96,269.2,12
22328,2011-11-07,74,227.04000000000002,16
22328,2011-11-14,71,224.35000000000002,16
22328,2011-11-21,246,661.18,14
22328,2011-11-28,96,292.64000000000004,12
22328,2011-12-05,88,271.40000000000003,11
22329,2010-01-04,1,1.65,1
22329,2010-01-11,121,191.76,13
22329,2010-01-18,255,396.03,12
22329,2010-01-25,165,254.75999999999996,10
22329,2010-02-01,18,36.53999999999999,6
22329,2010-02-08,121,198.6,12
22329,2010-02-15,256,385.71,9
22329,2010-02-22,24,44.73,8
22329,2010-03-01,74,123.80999999999997,8
22329,2010-03-08,28,54.74999999999999,9
22329,2010-03-15,32,56.21999999999999,7
22329,2010-03-22,116,179.04,8
22329,2010-03-29,5,15.09,3
22329,2010-04-05,185,278.15999999999997,8
22329,2010-04-12,53,87.44999999999999,7
22329,2010-04-19,108,190.16999999999996,16
22329,2010-04-26,74,128.94,10
22329,2010-05-03,126,200.33999999999997,10
22329,2010-05-10,6,15.03,4
22329,2010-05-17,84,135.83999999999997,10
22329,2010-05-24,41,72.77999999999999,5
22329,2010-05-31,44,87.99,10
22329,2010-06-07,60,96.24,8
22329,2010-06-14,80,129.24,9
22329,2010-06-21,59,114.44999999999999,8
22329,2010-06-28,88,138.82,8
22329,2010-07-05,15,29.879999999999995,4
22329,2010-07-12,9,16.56,6
22329,2010-07-19,110,178.73999999999998,15
22329,2010-07-26,54,97.64999999999999,9
22329,2010-08-02,39,67.76999999999998,6
22329,2010-08-09,141,223.70999999999998,12
22329,2010-08-16,250,374.09999999999997,9
22329,2010-08-23,30,49.49999999999999,3
22329,2010-08-30,180,286.34999999999997,16
22329,2010-09-06,33,56.16,6
22329,2010-09-13,89,137.24999999999997,8
22329,2010-09-20,18,31.409999999999997,6
22329,2010-09-27,37,61.04999999999999,4
22329,2010-10-04,31,51.14999999999999,5
22329,2010-10-11,39,66.05999999999999,5
22329,2010-10-18,17,29.759999999999994,5
22329,2010-10-25,11,19.86,2
22329,2010-11-01,55,94.16999999999999,9
22329,2010-11-08,20,36.42,7
22329,2010-11-15,47,80.96999999999998,9
22329,2010-11-22,18,38.25,5
22329,2010-11-29,97,140.85,2
22329,2010-12-06,6,18.45,5
22329,2010-12-13,3,8.37,2
22329,2011-01-03,15,26.459999999999994,4
22329,2011-01-10,2,6.72,1
22329,2011-01-17,78,120.73999999999998,8
22329,2011-01-24,4,9.879999999999999,4
22329,2011-01-31,12,19.799999999999997,1
22329,2011-02-07,12,21.439999999999998,5
22329,2011-02-14,173,258.28999999999996,6
22329,2011-02-21,102,152.38,7
22329,2011-02-28,42,72.57999999999998,7
22329,2011-03-07,26,44.53999999999999,4
22329,2011-03-14,30,52.779999999999994,5
22329,2011-03-21,75,127.02999999999999,9
22329,2011-03-28,108,159.0,2
22329,2011-04-04,15,28.029999999999994,4
22329,2011-04-11,12,19.799999999999997,1
22329,2011-04-18,20,39.559999999999995,7
22329,2011-04-25,3,8.23,3
22329,2011-05-02,32,56.07999999999999,6
22329,2011-05-09,124,190.32,7
22329,2011-05-16,16,26.399999999999995,3
22329,2011-05-23,26,44.53999999999999,4
22329,2011-05-30,15,26.389999999999997,4
22329,2011-06-06,13,23.089999999999996,2
22329,2011-06-20,16,31.319999999999997,5
22329,2011-06-27,42,68.52,5
22329,2011-07-04,78,127.63999999999999,13
22329,2011-07-11,35,57.36999999999999,9
22329,2011-07-18,32,52.22,7
22329,2011-07-25,14,23.099999999999998,3
22329,2011-08-01,27,44.54999999999999,4
22329,2011-08-08,4,6.6,2
22329,2011-08-15,27,44.55,4
22329,2011-08-22,14,23.099999999999994,3
22329,2011-08-29,27,49.46999999999999,5
22329,2011-09-05,34,57.739999999999995,7
22329,2011-09-12,9,14.85,4
22329,2011-09-19,113,185.04999999999998,10
22329,2011-09-26,27,46.18999999999999,5
22329,2011-10-03,1,1.65,1
22329,2011-10-10,7,11.549999999999999,3
22329,2011-10-17,14,23.099999999999998,2
22329,2011-10-24,16,29.679999999999996,4
22329,2011-10-31,3,9.870000000000001,2
22329,2011-11-07,20,36.279999999999994,5
22329,2011-11-14,30,52.779999999999994,5
22329,2011-11-21,37,69.25,9
22329,2011-11-28,4,9.879999999999999,4
22329,2011-12-05,9,26.330000000000002,6
22330,2009-11-30,1,1.45,1
22330,2009-12-07,1,1.45,1
22330,2009-12-14,5,7.25,1
22330,2009-12-21,12,17.4,1
22330,2010-01-04,36,52.199999999999996,2
22330,2010-01-11,7,20.92,5
22330,2010-01-18,30,45.03,4
22330,2010-01-25,35,50.74999999999999,6
22330,2010-02-01,1,1.45,1
22331,2009-11-30,13,21.45,3
22331,2009-12-07,9,14.85,2
22331,2009-12-14,16,26.4,2
22331,2009-12-21,48,79.19999999999999,3
22331,2010-01-11,25,42.959999999999994,4
22331,2010-01-18,22,41.43,6
22331,2010-01-25,41,67.64999999999999,6
22331,2010-02-01,74,115.91999999999999,8
22331,2010-02-08,27,44.55,5
22331,2010-02-15,15,29.88,4
22331,2010-02-22,326,480.29999999999995,11
22331,2010-03-01,34,59.519999999999996,9
22331,2010-03-08,25,42.959999999999994,6
22331,2010-03-15,54,89.1,6
22331,2010-03-22,36,66.24,3
22331,2010-03-29,8,21.22,5
22331,2010-04-05,82,129.12,6
22331,2010-04-12,9,14.85,2
22331,2010-04-19,17,36.6,7
22331,2010-04-26,34,62.94,7
22331,2010-05-03,1,3.36,1
22331,2010-05-10,17,28.049999999999997,3
22331,2010-05-17,37,69.6,6
22331,2010-05-24,24,39.599999999999994,5
22331,2010-05-31,28,49.62,6
22331,2010-06-07,62,105.72,11
22331,2010-06-14,22,38.01,5
22331,2010-06-21,55,86.28,5
22331,2010-06-28,24,43.019999999999996,5
22331,2010-07-05,52,92.63999999999999,9
22331,2010-07-12,44,72.6,4
22331,2010-07-19,50,82.49999999999999,5
22331,2010-07-26,70,109.32,6
22331,2010-08-02,20,34.709999999999994,4
22331,2010-08-09,5,8.25,2
22331,2010-08-16,11,18.15,2
22331,2010-08-23,11,21.57,3
22331,2010-08-30,47,80.97,9
22331,2010-09-06,14,23.1,3
22331,2010-09-13,11,18.15,3
22331,2010-09-20,41,69.35999999999999,4
22331,2010-09-27,29,52.98,5
22331,2010-10-04,33,61.29,9
22331,2010-10-11,31,51.15,6
22331,2010-10-18,24,46.44,6
22331,2010-10-25,48,80.91,7
22331,2010-11-01,20,33.0,3
22331,2010-11-08,8,13.2,1
22331,2010-11-15,21,41.489999999999995,4
22331,2010-11-22,27,44.55,4
22331,2010-11-29,37,64.47,8
22331,2010-12-06,53,89.16,5
22331,2010-12-13,3,10.08,1
22331,2010-12-20,18,29.7,3
22331,2011-01-03,53,87.44999999999999,6
22331,2011-01-10,168,248.39999999999998,4
22331,2011-01-17,107,160.63,4
22331,2011-01-24,29,56.05,5
22331,2011-02-07,12,19.8,3
22331,2011-02-14,162,238.49999999999997,4
22331,2011-02-21,52,82.75999999999999,3
22331,2011-03-07,21,34.65,4
22331,2011-03-14,22,44.5,6
22331,2011-03-21,16,29.68,3
22331,2011-03-28,107,158.98999999999998,5
22331,2011-04-04,19,31.349999999999998,4
22331,2011-04-11,9,14.85,2
22331,2011-04-18,16,26.4,1
22331,2011-04-25,10,16.5,2
22331,2011-05-02,1,3.29,1
22331,2011-05-09,14,24.74,3
22331,2011-05-16,8,13.2,1
22331,2011-05-23,3,6.59,2
22331,2011-05-30,29,51.129999999999995,5
22331,2011-06-06,28,47.839999999999996,6
22331,2011-06-13,68,104.24,5
22331,2011-06-20,13,26.37,3
22331,2011-06-27,10,19.78,2
22331,2011-07-04,25,47.81,5
22331,2011-07-11,7,13.189999999999998,2
22331,2011-07-18,10,19.78,3
22331,2011-07-25,25,42.89,3
22331,2011-08-01,8,13.2,1
22331,2011-08-08,20,39.56,3
22331,2011-08-15,80,122.39999999999999,4
22331,2011-08-22,8,13.2,1
22331,2011-08-29,24,39.599999999999994,2
22331,2011-09-05,9,14.85,2
22331,2011-09-12,6,9.899999999999999,1
22331,2011-09-19,59,87.75,4
22331,2011-09-26,66,113.82,7
22331,2011-10-03,27,49.47,4
22331,2011-10-10,74,122.33999999999999,7
22331,2011-10-17,100,155.39999999999998,8
22331,2011-10-24,57,86.09,3
22331,2011-10-31,14,23.099999999999998,3
22331,2011-11-07,27,44.55,4
22331,2011-11-14,86,135.58,7
22331,2011-11-21,17,28.049999999999997,3
22331,2011-11-28,5,8.25,2
22331,2011-12-05,16,32.96,6
22332,2009-11-30,9,14.85,2
22332,2009-12-07,1,1.65,1
22332,2009-12-14,9,14.85,2
22332,2010-01-04,6,9.899999999999999,1
22332,2010-01-11,29,53.12,5
22332,2010-01-18,13,21.45,3
22332,2010-01-25,70,115.5,10
22332,2010-02-01,74,112.49999999999999,6
22332,2010-02-08,45,74.25,6
22332,2010-02-15,23,37.949999999999996,4
22332,2010-02-22,29,49.559999999999995,6
22332,2010-03-01,38,62.699999999999996,5
22332,2010-03-08,15,24.86,4
22332,2010-03-15,46,79.32,6
22332,2010-03-22,83,127.35,5
22332,2010-03-29,5,9.959999999999999,3
22332,2010-04-05,9,14.85,2
22332,2010-04-12,19,31.349999999999998,4
22332,2010-04-19,4,10.02,3
22332,2010-04-26,446,649.5,5
22332,2010-05-03,23,43.08,6
22332,2010-05-10,20,34.71,5
22332,2010-05-17,50,82.49999999999999,8
22332,2010-05-24,206,312.81,10
22332,2010-05-31,27,44.55,3
22332,2010-06-07,24,39.599999999999994,6
22332,2010-06-14,12,21.509999999999998,3
22332,2010-06-21,24,41.309999999999995,6
22332,2010-06-28,609,889.65,8
22332,2010-07-05,23,37.949999999999996,4
22332,2010-07-12,10,18.209999999999997,4
22332,2010-07-19,49,80.85,4
22332,2010-07-26,30,56.339999999999996,5
22332,2010-08-02,12,19.799999999999997,3
22332,2010-08-16,11,21.57,3
22332,2010-08-23,41,67.64999999999999,6
22332,2010-08-30,5,11.67,3
22332,2010-09-06,17,36.599999999999994,5
22332,2010-09-13,594,864.9,4
22332,2010-09-20,17,31.47,4
22332,2010-09-27,51,84.14999999999999,6
22332,2010-10-04,73,112.55999999999999,7
22332,2010-10-11,59,87.74999999999999,4
22332,2010-10-18,21,34.65,4
22332,2010-10-25,32,52.8,4
22332,2010-11-01,33,62.99999999999999,7
22332,2010-11-08,34,56.099999999999994,7
22332,2010-11-15,22,38.01,7
22332,2010-11-22,21,34.65,2
22332,2010-11-29,13,23.16,4
22332,2010-12-06,10,16.5,3
22332,2010-12-13,13,21.45,2
22332,2011-01-03,19,31.349999999999998,3
22332,2011-01-10,18,29.699999999999996,4
22332,2011-01-17,9,14.849999999999998,2
22332,2011-01-24,11,18.15,2
22332,2011-01-31,17,28.049999999999997,2
22332,2011-02-07,24,44.519999999999996,4
22332,2011-02-14,49,85.77,5
22332,2011-02-21,73,110.85,5
22332,2011-02-28,1,3.29,1
22332,2011-03-07,21,34.64999999999999,4
22332,2011-03-14,29,47.849999999999994,6
22332,2011-03-21,8,13.2,2
22332,2011-03-28,109,160.64999999999998,4
22332,2011-04-04,9,14.85,2
22332,2011-04-11,1,1.65,1
22332,2011-04-18,16,26.4,1
22332,2011-04-25,10,16.5,2
22332,2011-05-02,10,18.14,4
22332,2011-05-09,21,36.29,4
22332,2011-05-16,13,21.45,3
22332,2011-05-23,1,1.65,1
22332,2011-05-30,18,32.98,4
22332,2011-06-06,9,14.85,2
22332,2011-06-13,105,154.04999999999998,3
22332,2011-06-20,15,24.75,3
22332,2011-06-27,21,34.65,4
22332,2011-07-04,2,3.3,1
22332,2011-07-11,12,21.439999999999998,3
22332,2011-07-18,14,23.099999999999998,3
22332,2011-07-25,8,13.2,1
22332,2011-08-01,9,16.49,2
22332,2011-08-08,16,26.4,2
22332,2011-08-15,16,26.4,1
22332,2011-08-22,8,13.2,1
22332,2011-09-05,20,33.0,5
22332,2011-09-12,11,18.15,2
22332,2011-09-19,16,31.32,7
22332,2011-09-26,3,4.949999999999999,2
22332,2011-10-03,12,21.439999999999998,3
22332,2011-10-10,25,41.25,6
22332,2011-10-17,24,39.599999999999994,2
22332,2011-10-24,69,104.25,5
22332,2011-10-31,31,51.15,5
22332,2011-11-07,11,19.79,3
22332,2011-11-14,28,49.48,5
22332,2011-11-21,20,33.0,3
22332,2011-12-05,8,13.2,1
22333,2009-11-30,60,99.0,10
22333,2009-12-07,35,61.309999999999995,7
22333,2009-12-14,37,66.39,11
22333,2009-12-21,8,13.2,1
22333,2010-01-11,70,129.32,12
22333,2010-01-18,51,84.14999999999999,7
22333,2010-01-25,228,347.4,12
22333,2010-02-01,29,47.849999999999994,6
22333,2010-02-08,35,59.459999999999994,5
22333,2010-02-15,16,26.4,3
22333,2010-02-22,42,72.72,5
22333,2010-03-01,59,100.77,8
22333,2010-03-08,37,68.11,9
22333,2010-03-15,41,67.64999999999999,6
22333,2010-03-22,89,137.24999999999997,7
22333,2010-03-29,29,49.559999999999995,5
22333,2010-04-05,82,127.41,6
22333,2010-04-12,83,127.35,11
22333,2010-04-19,46,86.16,8
22333,2010-04-26,471,692.4599999999999,9
22333,2010-05-03,46,81.03,7
22333,2010-05-10,32,56.22,7
22333,2010-05-17,70,115.49999999999999,8
22333,2010-05-24,244,369.33,10
22333,2010-05-31,25,42.96,6
22333,2010-06-07,47,77.55,9
