StockCode,gap_start,gap_end,gap_weeks,weeks_before,weeks_after
35968,2010-08-23,2010-09-06,3,21,25
35968,2010-12-13,2011-05-30,25,31,15
35968,2011-08-01,2011-08-15,3,36,10
35969,2010-03-22,2010-05-17,9,10,22
35970,2010-06-14,2010-07-05,4,8,67
35972,2010-05-31,2010-06-14,3,21,20
35972,2010-07-12,2010-08-23,7,23,18
35972,2010-09-20,2010-10-18,5,25,16
35972,2010-11-22,2010-12-27,6,28,13
35972,2011-01-10,2011-02-07,5,29,12
35972,2011-03-28,2011-04-25,5,33,8
35972,2011-06-06,2011-07-04,5,36,5
35972,2011-07-18,2011-09-05,8,37,4
37327,2011-01-24,2011-03-07,7,12,27
37330,2010-05-17,2010-06-28,7,11,9
37330,2010-07-19,2010-08-02,3,13,7
37330,2010-08-30,2010-09-13,3,15,5
37333,2010-03-29,2010-04-19,4,11,26
37333,2010-05-03,2010-07-12,11,12,25
37333,2010-12-13,2010-12-27,3,24,13
37340,2010-03-08,2010-03-22,3,10,74
37342,2010-09-20,2010-10-04,3,10,38
37370,2011-05-30,2011-08-01,10,76,9
37370,2011-09-12,2011-09-26,3,80,5
37423,2010-03-29,2010-04-19,4,11,28
37423,2010-08-23,2010-09-06,3,24,15
37444A,2010-04-05,2010-05-03,5,8,27
37444A,2010-05-24,2010-06-14,4,10,25
37444A,2010-06-28,2010-07-12,3,11,24
37444A,2010-08-16,2010-09-06,4,15,20
37444A,2010-12-20,2011-01-10,4,25,10
37444A,2011-02-14,2011-02-28,3,27,8
37444A,2011-04-04,2011-04-25,4,31,4
37444B,2010-08-23,2010-09-06,3,10,11
37444C,2010-08-16,2010-09-06,4,19,13
37444C,2010-10-25,2010-11-08,3,23,9
37444C,2010-12-13,2011-01-03,4,27,5
37446,2010-07-12,2010-11-15,19,24,53
37447,2010-12-20,2011-01-03,3,54,44
37448,2010-10-18,2010-11-15,5,45,52
37449,2010-08-09,2010-08-23,3,35,51
37449,2010-09-06,2010-11-15,11,36,50
37462B,2010-02-08,2010-05-31,17,9,12
37462E,2010-06-07,2010-06-21,3,8,15
37462E,2010-07-05,2010-08-23,8,9,14
37462E,2010-09-06,2010-09-27,4,10,13
37462E,2010-10-18,2010-11-15,5,12,11
37462E,2010-12-27,2011-01-24,5,15,8
37462E,2011-02-07,2011-05-02,13,16,7
37462E,2011-05-16,2011-06-06,4,17,6
37462E,2011-06-20,2011-07-18,5,18,5
37462E,2011-08-01,2011-09-26,9,19,4
37464,2010-05-10,2010-05-24,3,15,19
37467,2010-05-03,2010-05-24,4,11,30
37467,2010-06-07,2010-06-21,3,12,29
37467,2010-12-13,2011-01-10,5,28,13
37467,2011-01-31,2011-03-07,6,30,11
37467,2011-03-21,2011-04-04,3,31,10
37467,2011-05-09,2011-06-13,6,33,8
37468,2011-07-18,2011-08-29,7,8,4
37474,2010-03-22,2010-04-12,4,8,23
37474,2010-08-02,2010-08-23,4,20,11
37475,2010-06-28,2010-07-12,3,11,36
37475,2010-10-04,2010-10-18,3,19,28
37475,2011-01-24,2011-02-28,6,27,20
37475,2011-05-02,2011-05-23,4,33,14
37475,2011-08-22,2011-09-12,4,41,6
37475,2011-09-26,2011-10-10,3,42,5
37476,2010-05-10,2010-05-24,3,10,35
37476,2010-07-19,2010-08-02,3,17,28
37476,2010-12-13,2010-12-27,3,28,17
37476,2011-01-17,2011-02-28,7,30,15
37479B,2010-09-20,2010-10-25,6,8,18
37479B,2010-11-15,2010-11-29,3,10,16
37479B,2010-12-13,2011-01-17,6,11,15
37479B,2011-01-31,2011-02-21,4,12,14
37479P,2011-07-11,2011-08-22,7,18,9
37482P,2010-04-12,2010-05-10,5,9,27
37482P,2010-06-14,2010-06-28,3,11,25
37482P,2010-08-02,2010-08-16,3,14,22
37482P,2011-01-31,2011-02-28,5,30,6
37489A,2010-08-09,2010-11-15,15,8,15
37489A,2010-12-06,2011-04-11,19,10,13
37489A,2011-04-25,2011-05-09,3,11,12
37489A,2011-06-13,2011-06-27,3,14,9
37489A,2011-07-11,2011-08-15,6,15,8
37489B,2011-04-25,2011-05-09,3,8,9
37489B,2011-06-13,2011-06-27,3,11,6
37489B,2011-07-11,2011-08-22,7,12,5
37489D,2011-06-13,2011-06-27,3,9,10
37489D,2011-07-11,2011-08-15,6,10,9
37491A,2010-11-08,2010-11-22,3,8,4
37495,2010-12-13,2010-12-27,3,52,40
37500,2011-05-23,2011-06-13,4,67,21
37501,2010-12-13,2010-12-27,3,48,22
40001,2011-02-07,2011-02-21,3,46,24
40001,2011-05-02,2011-05-16,3,53,17
40003,2010-12-20,2011-01-10,4,32,10
40046A,2010-09-13,2010-10-18,6,31,7
40046A,2010-11-01,2011-01-10,11,32,6
40046A,2011-01-24,2011-06-06,20,33,5
44089C,2010-11-01,2011-01-31,14,10,5
44089C,2011-02-14,2011-03-14,5,11,4
44091C,2010-03-29,2010-04-12,3,9,5
44230,2010-02-01,2010-02-15,3,8,18
44234,2010-05-17,2010-05-31,3,10,32
44234,2010-06-21,2010-08-09,8,12,30
44234,2010-10-11,2010-11-08,5,18,24
44234,2010-12-13,2011-01-10,5,22,20
44234,2011-03-07,2011-03-21,3,26,16
44234,2011-05-09,2011-05-23,3,29,13
44234,2011-09-26,2011-10-24,5,38,4
44235,2010-12-13,2011-01-10,5,8,11
44235,2011-02-07,2011-03-21,7,10,9
44235,2011-04-04,2011-04-25,4,11,8
44235,2011-05-09,2011-05-30,4,12,7
44235,2011-06-13,2011-07-25,7,13,6
44235,2011-08-15,2011-10-03,8,15,4
45016,2010-04-26,2010-05-10,3,9,9
46000P,2010-05-17,2010-06-07,4,13,16
46000P,2010-07-12,2010-07-26,3,17,12
46000P,2010-09-06,2010-10-04,5,20,9
46000R,2010-06-14,2010-06-28,3,8,35
46000R,2010-07-19,2010-10-04,12,10,33
46000R,2010-12-13,2011-01-17,6,19,24
46000R,2011-02-14,2011-02-28,3,22,21
46000R,2011-04-18,2011-05-30,7,26,17
46000R,2011-06-13,2011-06-27,3,27,16
46000R,2011-08-01,2011-08-15,3,30,13
46000S,2010-12-20,2011-01-03,3,53,46
46000U,2010-03-08,2010-04-12,6,8,34
46000U,2010-05-17,2010-05-31,3,10,32
46000U,2010-07-19,2010-08-23,6,14,28
46000U,2010-11-08,2010-12-06,5,20,22
46000U,2010-12-20,2011-01-17,5,21,21
46000U,2011-02-21,2011-03-21,5,24,18
46000U,2011-04-04,2011-04-18,3,25,17
46000U,2011-06-13,2011-08-01,8,31,11
46115B,2010-08-23,2010-09-20,5,9,7
46118,2010-05-17,2010-05-31,3,11,32
46118,2010-07-12,2010-08-23,7,14,29
46118,2010-09-13,2010-09-27,3,16,27
46118,2010-10-11,2010-11-08,5,17,26
46118,2011-01-24,2011-02-21,5,24,19
46118,2011-03-28,2011-04-25,5,27,16
46118,2011-05-23,2011-07-11,8,29,14
46118,2011-08-01,2011-08-15,3,31,12
46126A,2010-08-30,2010-09-20,4,20,10
46126A,2010-11-29,2011-03-14,16,26,4
46138B,2010-08-30,2010-10-11,7,11,11
46138B,2010-11-15,2010-12-13,5,13,9
46138B,2010-12-27,2011-04-11,16,14,8
46138B,2011-05-30,2011-06-20,4,17,5
46775D,2010-05-10,2010-06-07,5,13,43
46775D,2010-06-28,2010-07-12,3,15,41
46775D,2010-08-09,2010-08-30,4,18,38
46775D,2010-12-06,2010-12-27,4,28,28
46775D,2011-03-28,2011-04-11,3,37,19
46775D,2011-05-09,2011-05-30,4,39,17
46776A,2010-05-10,2010-05-31,4,14,48
46776A,2010-07-12,2010-07-26,3,17,45
46776A,2010-10-11,2010-11-01,4,24,38
46776A,2010-12-13,2011-01-03,4,29,33
46776A,2011-02-14,2011-02-28,3,33,29
46776A,2011-03-14,2011-03-28,3,34,28
46776B,2010-04-12,2010-04-26,3,14,55
46776B,2010-06-07,2010-06-21,3,17,52
46776B,2010-09-20,2010-10-18,5,28,41
46776C,2010-07-05,2010-08-09,6,11,40
46776C,2011-03-07,2011-03-21,3,30,21
46776C,2011-04-11,2011-05-09,5,32,19
46776C,2011-05-23,2011-06-13,4,33,18
46776C,2011-08-01,2011-08-29,5,37,14
46776D,2010-05-10,2010-05-24,3,8,34
46776D,2010-06-07,2010-06-21,3,9,33
46776D,2010-09-06,2010-09-20,3,16,26
46776D,2010-10-04,2010-11-01,5,17,25
46776D,2010-12-13,2010-12-27,3,20,22
46776D,2011-03-14,2011-03-28,3,24,18
46776D,2011-04-18,2011-05-23,6,26,16
46776D,2011-08-01,2011-08-22,4,30,12
46776E,2010-05-10,2010-05-24,3,12,33
46776E,2010-07-12,2010-08-02,4,16,29
46776E,2010-08-16,2010-08-30,3,17,28
46776E,2010-10-11,2010-11-08,5,20,25
46776E,2010-12-13,2011-01-03,4,23,22
46776E,2011-01-17,2011-02-28,7,24,21
46776E,2011-03-21,2011-04-04,3,26,19
46776E,2011-05-30,2011-06-20,4,29,16
46776F,2010-06-07,2010-06-21,3,18,52
46776F,2010-10-11,2010-10-25,3,28,42
46776F,2010-12-13,2010-12-27,3,34,36
47013A,2010-11-29,2011-03-07,15,16,4
47013C,2010-08-09,2010-08-23,3,8,15
47013C,2010-09-27,2010-10-11,3,11,12
47013C,2010-11-29,2011-03-14,16,14,9
47021G,2010-07-05,2010-08-02,5,17,25
47021G,2011-01-24,2011-02-07,3,32,10
47021G,2011-02-21,2011-03-14,4,33,9
47310M,2010-04-05,2010-04-19,3,13,58
47310M,2010-07-12,2010-07-26,3,22,49
47310M,2010-09-27,2010-10-11,3,26,45
47341B,2011-07-11,2011-08-29,8,8,5
47341B,2011-09-12,2011-09-26,3,9,4
47343A,2010-12-06,2011-03-21,16,10,10
47343A,2011-04-04,2011-04-18,3,11,9
47348A,2011-05-23,2011-06-13,4,8,4
47351B,2011-03-14,2011-05-16,10,8,5
47351B,2011-05-30,2011-07-11,7,9,4
47369A,2010-12-20,2011-05-09,21,8,9
47369A,2011-05-23,2011-06-20,5,9,8
47369A,2011-07-25,2011-10-03,11,13,4
47369B,2010-12-06,2011-06-06,27,8,10
47369B,2011-07-25,2011-09-12,8,13,5
47420,2010-06-21,2010-08-16,9,8,19
47420,2010-08-30,2010-09-13,3,9,18
47420,2010-10-18,2010-11-08,4,12,15
47420,2010-12-20,2011-01-24,6,16,11
47420,2011-02-07,2011-04-18,11,17,10
47420,2011-05-02,2011-05-23,4,18,9
47420,2011-06-06,2011-07-11,6,19,8
47420,2011-08-08,2011-08-29,4,21,6
47421,2010-06-21,2010-08-16,9,11,41
47421,2010-10-04,2010-10-25,4,14,38
47421,2010-11-08,2010-11-22,3,15,37
47421,2010-12-13,2010-12-27,3,17,35
47421,2011-01-10,2011-01-24,3,18,34
47421,2011-06-13,2011-06-27,3,30,22
47422,2010-10-18,2010-11-08,4,13,36
47422,2010-12-06,2010-12-27,4,16,33
47422,2011-02-21,2011-03-14,4,23,26
47422,2011-05-09,2011-05-23,3,28,21
47422,2011-06-20,2011-07-18,5,31,18
47469,2010-11-29,2011-01-10,7,12,11
47469,2011-01-24,2011-03-07,7,13,10
47469,2011-04-04,2011-05-16,7,15,8
47469,2011-06-13,2011-08-01,8,17,6
47469,2011-08-15,2011-10-10,9,18,5
47471,2010-07-05,2010-08-09,6,13,36
47471,2011-01-24,2011-02-07,3,26,23
47471,2011-02-21,2011-03-14,4,27,22
47471,2011-05-16,2011-06-27,7,32,17
47480,2010-07-12,2010-07-26,3,20,53
47480,2011-07-04,2011-07-18,3,57,16
47481,2010-05-24,2010-06-07,3,9,27
47481,2010-06-28,2010-07-26,5,11,25
47481,2010-11-15,2010-11-29,3,18,18
47481,2010-12-20,2011-01-10,4,20,16
47481,2011-01-24,2011-02-14,4,21,15
47481,2011-04-18,2011-05-09,4,25,11
47481,2011-06-20,2011-08-22,10,28,8
47502,2010-04-05,2010-04-19,3,13,18
47503A,2010-08-23,2010-09-20,5,11,51
47503H,2010-07-05,2010-08-02,5,9,30
47503H,2010-09-13,2010-11-01,8,12,27
47503H,2010-12-13,2011-01-03,4,15,24
47503H,2011-03-07,2011-03-21,3,20,19
47503H,2011-04-04,2011-05-16,7,21,18
47503H,2011-06-13,2011-07-04,4,24,15
47504H,2010-05-03,2010-05-24,4,9,45
47504H,2010-06-07,2010-06-21,3,10,44
47504H,2010-07-12,2010-07-26,3,12,42
47504H,2010-08-09,2010-09-06,5,13,41
47504H,2010-10-18,2010-11-15,5,16,38
47504H,2011-02-28,2011-03-14,3,27,27
47504H,2011-04-04,2011-04-25,4,29,25
47504H,2011-05-23,2011-06-06,3,32,22
47504H,2011-06-20,2011-07-04,3,33,21
47518F,2010-11-01,2010-12-13,7,10,24
47518F,2011-02-28,2011-03-14,3,15,19
47518F,2011-08-08,2011-08-22,3,25,9
47563A,2010-02-15,2010-03-01,3,8,56
47563A,2010-03-29,2010-04-12,3,11,53
47563A,2010-05-17,2010-05-31,3,14,50
47563A,2010-06-14,2010-07-19,6,15,49
47563A,2011-01-24,2011-02-21,5,34,30
47563A,2011-03-21,2011-04-11,4,36,28
47566B,2010-07-05,2010-08-02,5,29,61
47566B,2010-08-16,2010-09-13,5,30,60
47567B,2011-04-18,2011-05-02,3,63,28
47570B,2010-12-20,2011-01-03,3,54,10
47574A,2010-10-11,2010-11-15,6,8,34
47574A,2011-01-10,2011-02-07,5,12,30
47574B,2010-08-09,2010-10-04,9,14,6
47574B,2010-10-25,2010-11-08,3,16,4
47578A,2010-03-22,2010-04-26,6,8,41
47578A,2010-06-14,2010-07-05,4,12,37
47578A,2010-08-02,2010-09-20,8,14,35
47578A,2010-12-13,2011-01-17,6,21,28
47578A,2011-03-07,2011-04-11,6,24,25
47578A,2011-08-08,2011-08-22,3,36,13
47579,2010-05-03,2010-05-24,4,17,16
47580,2011-07-18,2011-08-08,4,76,14
47585A,2010-05-10,2010-06-07,5,17,48
47585A,2010-10-11,2010-11-01,4,29,36
47585A,2011-04-18,2011-05-02,3,45,20
47585A,2011-10-17,2011-10-31,3,61,4
47586A,2010-07-05,2010-07-26,4,8,15
47586A,2010-08-09,2010-09-13,6,9,14
47586A,2010-10-04,2010-10-18,3,11,12
47586A,2010-12-27,2011-01-17,4,17,6
47586A,2011-01-31,2011-04-04,10,18,5
47586A,2011-04-18,2011-07-11,13,19,4
47589,2010-10-04,2010-11-01,5,30,5
47590A,2010-06-07,2010-06-21,3,25,64
47590A,2010-07-12,2010-09-13,10,27,62
47591D,2011-01-10,2011-01-24,3,55,45
47593A,2010-10-04,2010-10-18,3,30,14
47593A,2010-12-13,2010-12-27,3,37,7
47593A,2011-01-17,2011-01-31,3,39,5
47593A,2011-02-14,2011-02-28,3,40,4
47594A,2010-04-12,2010-04-26,3,12,45
47594A,2010-07-05,2010-07-26,4,19,38
47594A,2011-02-28,2011-04-04,6,43,14
47594A,2011-05-30,2011-07-25,9,48,9
47594A,2011-08-08,2011-09-05,5,49,8
47594B,2010-04-26,2010-05-10,3,16,41
47594B,2010-07-12,2010-08-02,4,22,35
47594B,2011-04-18,2011-05-02,3,48,9
47594B,2011-05-16,2011-06-13,5,49,8
47594B,2011-06-27,2011-07-11,3,50,7
47594B,2011-08-08,2011-08-29,4,52,5
47599A,2010-07-12,2010-09-13,10,30,60
48116,2010-08-23,2010-09-06,3,35,53
48116,2010-09-20,2010-10-18,5,36,52
48173C,2010-04-05,2010-04-19,3,16,83
48184,2010-08-09,2010-09-06,5,35,59
48184,2010-09-20,2010-10-18,5,36,58
48187,2010-08-30,2010-09-13,3,38,59
48187,2010-09-27,2010-10-18,4,39,58
51008,2010-03-29,2010-04-19,4,11,30
51008,2010-05-03,2010-05-24,4,12,29
51008,2010-06-07,2010-07-26,8,13,28
51008,2011-02-14,2011-04-25,11,34,7
51008,2011-05-09,2011-08-15,15,35,6
51008,2011-09-05,2011-09-26,4,37,4
51014L,2011-01-24,2011-02-07,3,44,37
51020A,2010-03-15,2010-03-29,3,10,28
51020A,2010-07-19,2010-08-23,6,19,19
51020A,2011-01-10,2011-01-31,4,29,9
51020B,2010-06-07,2010-06-28,4,21,20
51020B,2010-07-26,2010-08-23,5,23,18
51020B,2011-01-17,2011-03-07,8,36,5
62018,2011-08-29,2011-09-12,3,62,10
62086A,2010-11-29,2011-01-03,6,8,11
62086A,2011-02-07,2011-02-28,4,11,8
62086A,2011-04-18,2011-05-02,3,15,4
62096A,2010-10-25,2010-11-08,3,30,8
70006,2010-03-15,2010-03-29,3,14,47
70006,2010-04-12,2010-04-26,3,15,46
70006,2011-02-14,2011-03-14,5,45,16
70006,2011-04-04,2011-05-23,8,47,14
70006,2011-06-06,2011-06-27,4,48,13
70006,2011-07-11,2011-08-01,4,49,12
70006,2011-08-15,2011-09-05,4,50,11
70007,2010-03-01,2010-03-29,5,11,41
70007,2010-04-12,2010-05-24,7,12,40
70007,2010-06-07,2010-06-28,4,13,39
70007,2010-07-12,2010-08-23,7,14,38
70007,2011-01-31,2011-05-23,17,34,18
70007,2011-07-04,2011-07-18,3,37,15
71038,2010-12-13,2010-12-27,3,45,29
71038,2011-07-25,2011-09-05,7,64,10
71101E,2010-07-12,2010-08-16,6,14,23
71101E,2010-08-30,2010-09-27,5,15,22
71101E,2010-10-11,2010-10-25,3,16,21
71101E,2010-11-15,2011-01-10,9,18,19
71101E,2011-07-25,2011-09-05,7,32,5
71101E,2011-09-19,2011-10-17,5,33,4
71143,2010-03-29,2010-04-12,3,10,33
71143,2010-05-10,2010-05-24,3,12,31
71143,2010-06-28,2010-07-12,3,15,28
71143,2010-07-26,2010-08-09,3,16,27
71143,2011-01-24,2011-02-07,3,33,10
71143,2011-03-21,2011-05-02,7,36,7
71143,2011-05-16,2011-05-30,3,37,6
71270,2010-05-10,2010-05-24,3,12,45
71270,2010-06-14,2010-07-26,7,14,43
71270,2010-08-09,2010-08-30,4,15,42
71270,2011-04-25,2011-05-09,3,35,22
71279,2010-08-23,2010-09-06,3,23,30
71279,2010-09-20,2010-10-04,3,24,29
71279,2011-07-25,2011-09-12,8,46,7
71403,2010-07-12,2010-08-16,6,17,30
71403,2010-10-04,2010-11-08,6,23,24
71403,2010-12-13,2011-01-03,4,26,21
71403,2011-04-04,2011-04-18,3,32,15
71403,2011-05-09,2011-05-23,3,34,13
71403,2011-08-15,2011-08-29,3,39,8
71406C,2010-10-11,2010-11-01,4,9,20
71406C,2010-12-06,2011-01-03,5,11,18
71406C,2011-02-07,2011-03-07,5,13,16
71406C,2011-03-28,2011-05-09,7,15,14
71406C,2011-08-08,2011-08-22,3,22,7
71406C,2011-09-05,2011-09-19,3,23,6
71406C,2011-10-10,2011-10-31,4,25,4
71477,2010-12-27,2011-01-10,3,51,37
71477,2011-03-28,2011-05-02,6,57,31
71495A,2010-12-20,2011-04-11,17,11,6
71495A,2011-05-02,2011-05-16,3,13,4
71495B,2010-12-13,2011-01-24,7,10,7
71495B,2011-02-07,2011-04-18,11,11,6
71495B,2011-05-02,2011-06-13,7,12,5
71496A,2011-01-24,2011-04-11,12,8,8
71496A,2011-05-02,2011-05-16,3,10,6
71496A,2011-06-13,2011-06-27,3,12,4
71510,2010-11-22,2011-01-31,11,8,7
71510,2011-02-14,2011-04-18,10,9,6
71510,2011-05-02,2011-07-18,12,10,5
72051S,2010-08-30,2010-09-13,3,21,18
72051S,2011-01-31,2011-02-14,3,35,4
72122,2010-02-22,2010-03-22,5,10,54
72122,2010-04-05,2010-04-19,3,11,53
72122,2010-06-28,2010-07-12,3,17,47
72122,2010-12-20,2011-01-03,3,34,30
72122,2011-05-23,2011-06-06,3,47,17
72127,2010-06-14,2010-06-28,3,16,28
72127,2010-07-19,2010-08-16,5,18,26
72127,2010-10-25,2010-11-22,5,26,18
72127,2011-01-24,2011-02-21,5,31,13
72127,2011-03-21,2011-04-11,4,33,11
72127,2011-05-09,2011-05-30,4,35,9
72127,2011-06-13,2011-06-27,3,36,8
72127,2011-08-01,2011-08-22,4,39,5
72127,2011-09-05,2011-10-17,7,40,4
72128,2010-03-29,2010-04-12,3,9,48
72128,2011-01-24,2011-02-21,5,36,21
72128,2011-07-25,2011-09-05,7,49,8
72128,2011-09-26,2011-10-10,3,51,6
72129,2010-05-24,2010-06-14,4,8,7
72129,2010-08-02,2010-08-16,3,11,4
72130,2010-07-05,2010-07-26,4,8,34
72130,2010-12-13,2010-12-27,3,24,18
72130,2011-01-17,2011-02-21,6,26,16
72130,2011-04-25,2011-05-30,6,31,11
72130,2011-06-13,2011-08-15,10,32,10
72130,2011-09-26,2011-10-17,4,37,5
72131,2010-07-05,2010-07-26,4,9,25
72131,2010-12-27,2011-01-31,6,23,11
72131,2011-02-14,2011-03-07,4,24,10
72131,2011-03-21,2011-04-18,5,25,9
72131,2011-05-09,2011-08-15,15,27,7
72132,2010-12-13,2011-01-10,5,13,7
72132,2011-01-24,2011-07-04,24,14,6
72132,2011-07-18,2011-08-15,5,15,5
72132,2011-08-29,2011-09-12,3,16,4
72133,2010-12-06,2011-01-10,6,14,11
72133,2011-02-14,2011-03-07,4,16,9
72133,2011-03-21,2011-04-25,6,17,8
72133,2011-05-09,2011-08-29,17,18,7
72133,2011-10-03,2011-10-17,3,21,4
72134,2010-09-13,2010-11-01,8,11,13
72134,2010-12-06,2011-01-10,6,14,10
72134,2011-01-24,2011-02-21,5,15,9
72134,2011-03-07,2011-03-21,3,16,8
72134,2011-04-04,2011-04-25,4,17,7
72134,2011-05-09,2011-07-25,12,18,6
72134,2011-08-29,2011-09-12,3,20,4
72140E,2010-06-21,2010-08-09,8,12,13
72140E,2010-08-23,2010-09-13,4,13,12
72140E,2010-09-27,2010-10-25,5,14,11
72140E,2010-12-06,2011-02-14,11,17,8
72140E,2011-03-28,2011-05-02,6,20,5
72225C,2010-05-17,2010-07-05,8,10,23
72225C,2010-07-19,2010-08-02,3,11,22
72225C,2010-09-06,2010-09-27,4,15,18
72225C,2010-10-11,2010-11-15,6,16,17
72225C,2010-12-27,2011-01-17,4,19,14
72225C,2011-01-31,2011-02-28,5,20,13
72225C,2011-03-14,2011-04-18,6,21,12
72225C,2011-05-23,2011-06-27,6,23,10
72225C,2011-07-25,2011-08-08,3,25,8
72225C,2011-09-26,2011-10-10,3,28,5
72232,2010-06-07,2010-07-05,5,18,47
72232,2011-01-31,2011-02-14,3,39,26
72232,2011-03-21,2011-04-11,4,43,22
72349B,2011-05-23,2011-06-06,3,74,25
72369A,2010-11-08,2011-01-03,9,8,5
72369A,2011-01-17,2011-02-14,5,9,4
72586,2010-12-13,2010-12-27,3,31,30
72586,2011-01-24,2011-03-07,7,34,27
72586,2011-07-18,2011-08-01,3,46,15
72598,2010-03-29,2010-04-12,3,8,62
72598,2011-02-28,2011-03-14,3,42,28
72598,2011-03-28,2011-04-11,3,43,27
72750B,2010-06-07,2010-06-21,3,11,15
72760B,2010-03-15,2010-06-07,13,14,75
72780,2010-04-05,2010-04-26,4,12,25
72780,2010-05-10,2010-05-24,3,13,24
72780,2010-06-07,2010-08-16,11,14,23
72780,2010-11-22,2010-12-06,3,22,15
72780,2011-01-10,2011-01-24,3,24,13
72780,2011-02-21,2011-03-28,6,26,11
72780,2011-04-11,2011-05-09,5,27,10
72780,2011-06-13,2011-07-04,4,29,8
72780,2011-07-18,2011-08-15,5,30,7
72780,2011-08-29,2011-09-12,3,31,6
72780,2011-09-26,2011-10-17,4,32,5
72781,2010-06-28,2010-07-26,5,8,4
72798C,2010-03-29,2010-05-31,10,8,7
72798C,2010-06-14,2010-08-02,8,9,6
72798C,2010-08-16,2010-10-25,11,10,5
72799C,2010-03-15,2010-04-19,6,8,20
72799C,2010-05-03,2010-05-17,3,9,19
72799C,2010-07-05,2010-07-26,4,13,15
72799C,2010-08-09,2010-09-27,8,14,14
72799C,2010-11-29,2011-01-10,7,20,8
72799C,2011-01-24,2011-02-14,4,21,7
72799C,2011-02-28,2011-04-25,9,22,6
72799C,2011-05-09,2011-10-03,22,23,5
72799D,2010-05-03,2010-05-17,3,9,4
72799E,2010-05-03,2010-05-17,3,16,51
72799E,2010-07-05,2010-07-26,4,20,47
72799E,2011-02-14,2011-03-14,5,44,23
72799E,2011-04-11,2011-04-25,3,46,21
72799E,2011-06-06,2011-06-27,4,49,18
72799F,2010-04-05,2010-05-17,7,10,39
72799F,2010-06-14,2010-08-02,8,12,37
72799F,2011-03-28,2011-04-11,3,37,12
72799F,2011-04-25,2011-05-23,5,38,11
72799F,2011-06-06,2011-07-18,7,39,10
72799F,2011-08-01,2011-08-15,3,40,9
72800B,2010-03-22,2010-05-03,7,11,41
72800B,2010-08-09,2010-08-30,4,20,32
72800B,2011-01-31,2011-02-21,4,33,19
72800B,2011-03-07,2011-03-21,3,34,18
72800B,2011-07-11,2011-08-22,7,41,11
72800C,2010-06-14,2010-07-26,7,17,32
72800C,2010-08-16,2010-09-13,5,19,30
72800C,2010-12-20,2011-01-10,4,29,20
72800C,2011-02-28,2011-03-21,4,33,16
72800C,2011-04-04,2011-05-02,5,34,15
72800C,2011-08-01,2011-09-12,7,40,9
72800D,2010-06-28,2010-08-02,6,23,33
72800D,2010-09-27,2010-10-11,3,27,29
72800D,2010-12-20,2011-01-17,5,34,22
72800D,2011-01-31,2011-02-14,3,35,21
72800D,2011-06-20,2011-07-04,3,45,11
72800D,2011-07-18,2011-08-08,4,46,10
72800E,2010-07-12,2010-07-26,3,24,64
72800F,2010-07-12,2010-08-02,4,23,11
72801C,2010-06-14,2010-07-12,5,17,35
72801C,2010-09-06,2010-10-25,8,23,29
72801C,2010-12-06,2010-12-27,4,26,26
72801C,2011-05-16,2011-05-30,3,40,12
72801C,2011-07-11,2011-08-01,4,44,8
72801C,2011-08-29,2011-09-19,4,46,6
72801D,2010-05-17,2010-05-31,3,19,46
72801D,2010-06-14,2010-06-28,3,20,45
72801D,2010-10-04,2010-10-18,3,28,37
72801D,2011-04-04,2011-05-02,5,48,17
72801D,2011-07-25,2011-08-15,4,54,11
72801E,2010-05-24,2010-06-21,5,11,7
72801G,2010-04-12,2010-07-19,15,13,28
72801G,2011-01-10,2011-04-04,13,32,9
72801G,2011-04-25,2011-05-09,3,34,7
72801G,2011-05-23,2011-07-25,10,35,6
72802A,2011-05-16,2011-06-13,5,61,18
72802B,2010-06-14,2010-06-28,3,25,54
72802B,2011-05-16,2011-06-06,4,64,15
72803A,2010-05-03,2010-05-31,5,16,47
72803A,2010-12-20,2011-01-03,3,40,23
72803A,2011-05-02,2011-06-20,8,52,11
72803B,2010-03-29,2010-05-10,7,10,15
72803B,2010-06-21,2010-07-05,3,15,10
72803B,2010-07-19,2010-08-09,4,16,9
72807A,2011-09-26,2011-10-10,3,76,6
72807B,2010-03-29,2010-04-12,3,15,73
72811,2010-06-28,2010-07-19,4,9,11
72811,2010-08-02,2010-08-30,5,10,10
72811,2010-09-13,2010-10-18,6,11,9
72811,2010-11-22,2011-04-18,22,13,7
72811,2011-05-02,2011-06-27,9,14,6
72811,2011-07-11,2011-08-08,5,15,5
72811,2011-08-22,2011-10-24,10,16,4
72812,2010-07-05,2010-07-19,3,13,13
72812,2010-08-02,2010-08-23,4,14,12
72812,2010-10-11,2011-01-31,17,17,9
72812,2011-02-14,2011-05-02,12,18,8
72812,2011-05-16,2011-05-30,3,19,7
72812,2011-06-13,2011-08-01,8,20,6
72812,2011-08-15,2011-09-26,7,21,5
72812,2011-10-10,2011-10-31,4,22,4
72816,2011-01-31,2011-03-28,9,26,14
72816,2011-05-09,2011-05-23,3,29,11
72816,2011-06-06,2011-06-20,3,30,10
72816,2011-07-11,2011-08-22,7,32,8
72817,2011-01-31,2011-04-11,11,23,19
72817,2011-05-09,2011-05-23,3,26,16
72817,2011-06-06,2011-07-04,5,27,15
72817,2011-07-18,2011-08-15,5,28,14
72818,2011-01-24,2011-03-14,8,21,13
72818,2011-03-28,2011-04-11,3,22,12
