StockCode,class,ABC,XYZ,weekly_demand,forecast_error,revenue,ROP_1w_90%,ROP_1w_95%,ROP_1w_99%,ROP_2w_90%,ROP_2w_95%,ROP_2w_99%,ROP_3w_90%,ROP_3w_95%,ROP_3w_99%,ROP_4w_90%,ROP_4w_95%,ROP_4w_99%,product
21975,AY,A,Y,308.08,180.5,15288.32,539.0,606.0,729.0,943.0,1037.0,1211.0,1324.0,1440.0,1653.0,1694.0,1828.0,2073.0,PACK OF 60 DINOSAUR CAKE CASES
21165,AY,A,Y,89.96,57.9,15175.83,164.0,185.0,225.0,285.0,315.0,371.0,398.0,435.0,504.0,508.0,551.0,630.0,BEWARE OF THE CAT METAL SIGN
35970,AZ,A,Z,43.29,220.69,15152.01,326.0,407.0,558.0,486.0,602.0,814.0,619.0,761.0,1021.0,738.0,901.0,1202.0,ZINC FOLKART SLEIGH BELLS
82582,AY,A,Y,64.27,72.94,15146.68,158.0,185.0,234.0,261.0,299.0,369.0,355.0,401.0,487.0,444.0,498.0,597.0,AREA PATROLLED METAL SIGN
22946,AZ,A,Z,7.57,14.61,15094.47,26.0,32.0,42.0,42.0,49.0,63.0,55.0,64.0,82.0,68.0,79.0,98.0,WOODEN ADVENT CALENDAR CREAM
21122,AY,A,Y,121.74,55.59,15017.28,193.0,213.0,251.0,344.0,373.0,427.0,488.0,524.0,590.0,629.0,670.0,746.0,SET/10 PINK POLKADOT PARTY CANDLES
22606,AZ,A,Z,11.33,3.71,14977.64,16.0,17.0,20.0,29.0,31.0,35.0,42.0,45.0,49.0,55.0,58.0,63.0,WOODEN SKITTLES GARDEN SET
22730,AY,A,Y,26.13,44.67,14886.02,83.0,100.0,130.0,133.0,156.0,199.0,177.0,206.0,259.0,219.0,252.0,313.0,ALARM CLOCK BAKELIKE IVORY
21770,AZ,A,Z,26.42,18.99,14832.05,51.0,58.0,71.0,87.0,97.0,115.0,121.0,134.0,156.0,154.0,168.0,194.0,OPEN CLOSED METAL SIGN
17003,AZ,A,Z,696.42,348.55,14776.86,1143.0,1272.0,1509.0,2024.0,2206.0,2541.0,2862.0,3085.0,3496.0,3678.0,3936.0,4410.0,BROCADE RING PURSE
21912,AY,A,Y,32.96,28.23,14685.08,69.0,80.0,99.0,117.0,132.0,159.0,161.0,180.0,213.0,204.0,225.0,263.0,VINTAGE SNAKES & LADDERS
