StockCode,product,ABC,XYZ,class,revenue,units,weeks_active,cv,is_forecastable,revenue_rank,cumulative_revenue,cumulative_revenue_pct,sku_pct,policy_note
21867,PINK UNION JACK  LUGGAGE TAG,B,Y,BY,1582.87,1160,92,1.349,1,1995,18300435.23,92.897,42.231,Standard policy
85222,ASSORTED COLOUR SILK COSMETIC PURSE,B,Z,BZ,1581.78,1407,22,3.773,0,1996,18302017.01,92.905,42.252,Erratic and mid-value — consider make-to-order
23369,SET 36 COLOUR PENCILS LOVE LONDON,B,Z,BZ,1581.06,1105,12,3.225,0,1997,18303598.07,92.913,42.273,Erratic and mid-value — consider make-to-order
22608,PENS ASSORTED FUNKY JEWELED,B,Z,BZ,1580.65,5771,56,1.946,1,1998,18305178.72,92.921,42.295,Erratic and mid-value — consider make-to-order
21099,SET/6 STRAWBERRY PAPER CUPS,B,Z,BZ,1580.34,13388,18,9.823,0,1999,18306759.06,92.929,42.316,Erratic and mid-value — consider make-to-order
22705,WRAP GREEN PEARS,B,Y,BY,1578.36,3758,64,1.102,1,2000,18308337.42,92.937,42.337,Standard policy
21282,NATURAL BARK CANDLE LARGE,B,Z,BZ,1577.53,369,38,2.563,1,2001,18309914.95,92.945,42.358,Erratic and mid-value — consider make-to-order
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,B,Z,BZ,1575.1,608,43,2.379,1,2002,18311490.05,92.953,42.379,Erratic and mid-value — consider make-to-order
79323B,BLACK CHERRY LIGHTS,B,Z,BZ,1572.45,243,20,2.907,0,2003,18313062.5,92.961,42.401,Erratic and mid-value — consider make-to-order
21631,HIPPY CHIC DECORATIVE PARASOL,B,Z,BZ,1571.75,221,33,3.454,1,2004,18314634.25,92.969,42.422,Erratic and mid-value — consider make-to-order
21092,SET/6 STRAWBERRY PAPER PLATES,B,Z,BZ,1571.5,12846,13,9.858,0,2005,18316205.75,92.977,42.443,Erratic and mid-value — consider make-to-order
21289,LARGE STRIPES CHOCOLATE GIFT BAG,B,Z,BZ,1570.56,1430,65,2.143,1,2006,18317776.31,92.985,42.464,Erratic and mid-value — consider make-to-order
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,B,Z,BZ,1570.5,728,63,5.683,1,2007,18319346.81,92.993,42.485,Erratic and mid-value — consider make-to-order
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,B,Y,BY,1567.97,3512,101,1.316,1,2008,18320914.78,93.001,42.506,Standard policy
21925,UNION STRIPE CUSHION COVER,B,Z,BZ,1567.33,1205,63,1.664,1,2009,18322482.11,93.009,42.528,Erratic and mid-value — consider make-to-order
15059A,ENGLISH ROSE EDWARDIAN PARASOL,B,Z,BZ,1567.0,509,1,10.149,0,2010,18324049.11,93.017,42.549,Erratic and mid-value — consider make-to-order
84789,ENCHANTED BIRD PLANT CAGE,B,Z,BZ,1565.89,447,55,1.734,1,2011,18325615.0,93.025,42.57,Erratic and mid-value — consider make-to-order
21579,LOLITA  DESIGN  COTTON TOTE BAG,B,Z,BZ,1565.35,1031,70,3.578,1,2012,18327180.35,93.033,42.591,Erratic and mid-value — consider make-to-order
21610,SET 12 PEAR BOTANICAL T-LIGHTS,B,Z,BZ,1564.32,549,43,2.291,1,2013,18328744.67,93.041,42.612,Erratic and mid-value — consider make-to-order
85194L,HANGING SPRING FLOWER EGG LARGE,B,Z,BZ,1562.33,1820,38,2.057,1,2014,18330307.0,93.049,42.633,Erratic and mid-value — consider make-to-order
21972,SET OF 36 DINOSAUR PAPER DOILIES,B,Y,BY,1562.27,1056,85,1.259,1,2015,18331869.27,93.056,42.655,Standard policy
22681,FRENCH BLUE METAL DOOR SIGN 6,B,Y,BY,1562.02,1169,64,1.372,1,2016,18333431.29,93.064,42.676,Standard policy
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,B,Z,BZ,1560.61,383,48,3.128,1,2017,18334991.9,93.072,42.697,Erratic and mid-value — consider make-to-order
21276,TWO EMBOSSED HEART MINI DRAWERS,B,Z,BZ,1558.94,677,9,5.28,0,2018,18336550.84,93.08,42.718,Erratic and mid-value — consider make-to-order
23524,WALL ART HORSE & PONY,B,Z,BZ,1557.63,481,11,5.193,0,2019,18338108.47,93.088,42.739,Erratic and mid-value — consider make-to-order
20766,GARDEN PATH SKETCHBOOK,B,Z,BZ,1555.97,520,71,2.543,1,2020,18339664.44,93.096,42.76,Erratic and mid-value — consider make-to-order
21399,BLUE POLKADOT COFFEE MUG,B,Z,BZ,1555.12,2390,53,2.949,1,2021,18341219.56,93.104,42.782,Erratic and mid-value — consider make-to-order
22786,CUSHION COVER PINK UNION JACK,B,Z,BZ,1555.05,249,37,2.306,1,2022,18342774.61,93.112,42.803,Erratic and mid-value — consider make-to-order
22982,PANTRY PASTRY BRUSH,B,Z,BZ,1545.02,1155,40,1.881,1,2023,18344319.63,93.12,42.824,Erratic and mid-value — consider make-to-order
16033,MINI HIGHLIGHTER PENS,B,Z,BZ,1544.52,15121,36,2.867,1,2024,18345864.15,93.127,42.845,Erratic and mid-value — consider make-to-order
75131,METAL TUBE CHIME ON BAMBOO,B,Z,BZ,1543.03,1217,46,3.862,1,2025,18347407.18,93.135,42.866,Erratic and mid-value — consider make-to-order
20735,BLACK MINI TAPE MEASURE,B,Z,BZ,1540.29,1515,68,2.304,1,2026,18348947.47,93.143,42.887,Erratic and mid-value — consider make-to-order
84795D,SEASIDE STRIPE HAMMOCK,B,Z,BZ,1538.79,189,22,2.676,0,2027,18350486.26,93.151,42.909,Erratic and mid-value — consider make-to-order
22322,BIRD DECORATION GREEN POLKADOT,B,Y,BY,1538.41,1629,85,1.437,1,2028,18352024.67,93.159,42.93,Standard policy
21146,ANTIQUE GLASS RIDGED HANGING BALL,B,Z,BZ,1537.07,801,17,3.165,0,2029,18353561.74,93.167,42.951,Erratic and mid-value — consider make-to-order
20768,GREEN FERN JOURNAL,B,Z,BZ,1536.74,768,70,2.537,1,2030,18355098.48,93.174,42.972,Erratic and mid-value — consider make-to-order
22340,NOEL GARLAND PAINTED ZINC,B,Z,BZ,1535.92,1824,36,2.411,1,2031,18356634.4,93.182,42.993,Erratic and mid-value — consider make-to-order
20986,BLUE CALCULATOR RULER,B,Z,BZ,1532.2,1218,78,2.367,1,2032,18358166.6,93.19,43.014,Erratic and mid-value — consider make-to-order
23267,SET OF 4 SANTA PLACE SETTINGS,B,Z,BZ,1531.95,1202,23,2.479,0,2033,18359698.55,93.198,43.036,Erratic and mid-value — consider make-to-order
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,B,Z,BZ,1531.82,3820,47,1.855,1,2034,18361230.37,93.205,43.057,Erratic and mid-value — consider make-to-order
23250,VINTAGE RED TRIM ENAMEL BOWL,B,Z,BZ,1531.03,1179,26,2.225,1,2035,18362761.4,93.213,43.078,Erratic and mid-value — consider make-to-order
22288,HANGING METAL RABBIT DECORATION,B,Z,BZ,1528.49,1312,43,2.808,1,2036,18364289.89,93.221,43.099,Erratic and mid-value — consider make-to-order
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,B,Z,BZ,1525.22,206,59,2.055,1,2037,18365815.11,93.229,43.12,Erratic and mid-value — consider make-to-order
22337,ANGEL DECORATION PAINTED ZINC,B,Z,BZ,1522.52,2473,36,2.658,1,2038,18367337.63,93.236,43.141,Erratic and mid-value — consider make-to-order
22682,FRENCH BLUE METAL DOOR SIGN 7,B,Y,BY,1521.86,1166,64,1.388,1,2039,18368859.49,93.244,43.163,Standard policy
21785,RAIN PONCHO,B,Z,BZ,1519.73,2011,44,2.746,1,2040,18370379.22,93.252,43.184,Erratic and mid-value — consider make-to-order
21661,VINTAGE GLASS TEA CADDY,B,Z,BZ,1517.26,240,44,1.8,1,2041,18371896.48,93.26,43.205,Erratic and mid-value — consider make-to-order
85159B,"WHITE TEA,COFFEE,SUGAR JARS",B,Z,BZ,1516.5,660,61,1.7,1,2042,18373412.98,93.267,43.226,Erratic and mid-value — consider make-to-order
85177,BASKET OF FLOWERS SEWING KIT,B,Z,BZ,1515.63,1821,73,1.98,1,2043,18374928.61,93.275,43.247,Erratic and mid-value — consider make-to-order
21009,ETCHED GLASS STAR TREE DECORATION,B,Z,BZ,1509.99,1059,24,3.207,0,2044,18376438.6,93.283,43.268,Erratic and mid-value — consider make-to-order
22137,BATHROOM SET LOVE HEART DESIGN,B,Z,BZ,1508.28,606,32,7.238,1,2045,18377946.88,93.29,43.29,Erratic and mid-value — consider make-to-order
21634,ASSORTED MINI MADRAS NOTEBOOK,B,Z,BZ,1507.74,1771,46,2.506,1,2046,18379454.62,93.298,43.311,Erratic and mid-value — consider make-to-order
21002,ROSE DU SUD DRAWSTRING BAG,B,Y,BY,1507.22,417,57,1.435,1,2047,18380961.84,93.306,43.332,Standard policy
23528,WALL ART SPACEBOY,B,Z,BZ,1504.49,479,10,6.145,0,2048,18382466.33,93.313,43.353,Erratic and mid-value — consider make-to-order
84526,GIANT BLACK SUNGLASSES,B,Z,BZ,1503.64,538,25,8.483,0,2049,18383969.97,93.321,43.374,Erratic and mid-value — consider make-to-order
21066,VINTAGE RED MUG,B,Z,BZ,1503.42,2291,71,2.928,1,2050,18385473.39,93.329,43.395,Erratic and mid-value — consider make-to-order
84510B,SET OF 4 FAIRY CAKES COASTERS,B,Z,BZ,1503.2,1188,26,2.637,1,2051,18386976.59,93.336,43.417,Erratic and mid-value — consider make-to-order
22683,FRENCH BLUE METAL DOOR SIGN 8,B,Y,BY,1501.66,1131,65,1.448,1,2052,18388478.25,93.344,43.438,Standard policy
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,B,Z,BZ,1499.38,1734,21,2.773,0,2053,18389977.63,93.351,43.459,Erratic and mid-value — consider make-to-order
85125,SMALL ROUND CUT GLASS CANDLESTICK,B,Z,BZ,1499.31,313,42,2.245,1,2054,18391476.94,93.359,43.48,Erratic and mid-value — consider make-to-order
22976,CIRCUS PARADE CHILDRENS EGG CUP,B,Z,BZ,1496.51,1152,49,1.621,1,2055,18392973.45,93.367,43.501,Erratic and mid-value — consider make-to-order
21199,PINK  HEART CONFETTI IN TUBE,B,Z,BZ,1495.7,1305,71,2.177,1,2056,18394469.15,93.374,43.522,Erratic and mid-value — consider make-to-order
22157,ANGEL DECORATION WITH LACE PADDED,B,Z,BZ,1493.9,1748,28,2.344,1,2057,18395963.05,93.382,43.544,Erratic and mid-value — consider make-to-order
21849,SILVER DIAMANTE PEN IN GIFT BOX,B,Z,BZ,1493.41,635,61,2.274,1,2058,18397456.46,93.389,43.565,Erratic and mid-value — consider make-to-order
84856L,LARGE TAHITI BEACH BAG,B,Z,BZ,1492.28,238,37,2.801,1,2059,18398948.74,93.397,43.586,Erratic and mid-value — consider make-to-order
23334,IVORY WICKER HEART SMALL,B,Z,BZ,1491.75,2271,18,2.614,0,2060,18400440.49,93.405,43.607,Erratic and mid-value — consider make-to-order
21051,RIBBONS PURSE,B,Z,BZ,1490.36,756,60,1.745,1,2061,18401930.85,93.412,43.628,Erratic and mid-value — consider make-to-order
23559,WOODLAND BUNNIES LOLLY MAKERS,B,Z,BZ,1488.65,652,14,3.192,0,2062,18403419.5,93.42,43.649,Erratic and mid-value — consider make-to-order
23392,SPACEBOY ROCKET LOLLY MAKERS,B,Z,BZ,1485.43,667,14,3.656,0,2063,18404904.93,93.427,43.671,Erratic and mid-value — consider make-to-order
21801,CHRISTMAS TREE DECORATION WITH BELL,B,Z,BZ,1482.78,3434,58,1.957,1,2064,18406387.71,93.435,43.692,Erratic and mid-value — consider make-to-order
21644,ASSORTED TUTTI FRUTTI HEART BOX,B,Y,BY,1482.72,1104,63,1.475,1,2065,18407870.43,93.442,43.713,Standard policy
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,B,Z,BZ,1479.7,3871,26,8.741,1,2066,18409350.13,93.45,43.734,Erratic and mid-value — consider make-to-order
21851,LILAC DIAMANTE PEN IN GIFT BOX,B,Z,BZ,1478.51,629,61,3.955,1,2067,18410828.64,93.457,43.755,Erratic and mid-value — consider make-to-order
21392,RED SPOTTY PUDDING BOWL,B,Z,BZ,1478.13,7545,36,6.913,1,2068,18412306.77,93.465,43.776,Erratic and mid-value — consider make-to-order
79030G,"TUMBLER, NEW ENGLAND",B,Z,BZ,1475.19,1763,50,2.966,1,2069,18413781.96,93.472,43.798,Erratic and mid-value — consider make-to-order
84659A,WHITE TRAVEL ALARM CLOCK,B,Y,BY,1474.61,590,72,1.358,1,2070,18415256.57,93.48,43.819,Standard policy
22915,ASSORTED BOTTLE TOP  MAGNETS,B,Z,BZ,1474.52,3281,49,2.014,1,2071,18416731.09,93.487,43.84,Erratic and mid-value — consider make-to-order
21198,WHITE HEART CONFETTI IN TUBE,B,Z,BZ,1473.95,1283,66,1.939,1,2072,18418205.04,93.495,43.861,Erratic and mid-value — consider make-to-order
22815,CARD PSYCHEDELIC APPLES,B,Y,BY,1473.57,3445,62,1.23,1,2073,18419678.61,93.502,43.882,Standard policy
21869,POTTING SHED COFFEE MUG,B,Z,BZ,1473.33,1267,22,3.212,0,2074,18421151.94,93.51,43.903,Erratic and mid-value — consider make-to-order
21065,BOOM BOX SPEAKER GIRLS,B,Z,BZ,1473.21,611,54,2.839,1,2075,18422625.15,93.517,43.925,Erratic and mid-value — consider make-to-order
84616,SILVER ROCCOCO CHANDELIER,B,Z,BZ,1472.62,72,17,4.398,0,2076,18424097.77,93.525,43.946,Erratic and mid-value — consider make-to-order
22912,YELLOW COAT RACK PARIS FASHION,B,Z,BZ,1471.09,313,46,2.611,1,2077,18425568.86,93.532,43.967,Erratic and mid-value — consider make-to-order
20734,SILVER MINI TAPE MEASURE,B,Z,BZ,1470.62,1592,58,2.972,1,2078,18427039.48,93.54,43.988,Erratic and mid-value — consider make-to-order
21410,COUNTRY COTTAGE  DOORSTOP GREEN,B,Z,BZ,1466.78,314,48,1.708,1,2079,18428506.26,93.547,44.009,Erratic and mid-value — consider make-to-order
23034,DRAWER KNOB CERAMIC BLACK,B,Z,BZ,1466.07,991,25,2.547,0,2080,18429972.33,93.554,44.03,Erratic and mid-value — consider make-to-order
22393,PAPERWEIGHT VINTAGE COLLAGE,B,Z,BZ,1464.47,836,61,3.018,1,2081,18431436.8,93.562,44.052,Erratic and mid-value — consider make-to-order
23365,SET 12 COLOUR PENCILS LOVE LONDON,B,Z,BZ,1464.38,1859,12,3.478,0,2082,18432901.18,93.569,44.073,Erratic and mid-value — consider make-to-order
21317,GLASS SPHERE CANDLE STAND MEDIUM,B,Z,BZ,1464.3,359,52,3.589,1,2083,18434365.48,93.577,44.094,Erratic and mid-value — consider make-to-order
22052,VINTAGE CARAVAN GIFT WRAP,B,Y,BY,1460.5,3525,56,1.252,1,2084,18435825.98,93.584,44.115,Standard policy
23470,CARD HOLDER LOVE BIRD LARGE,B,Z,BZ,1460.5,232,11,3.665,0,2085,18437286.48,93.592,44.136,Erratic and mid-value — consider make-to-order
22929,SCHOOL DESK AND CHAIR,B,Z,BZ,1459.75,23,12,3.256,0,2086,18438746.23,93.599,44.157,Erratic and mid-value — consider make-to-order
85136C,RED SHARK HELICOPTER,B,Z,BZ,1459.64,180,48,2.018,1,2087,18440205.87,93.606,44.179,Erratic and mid-value — consider make-to-order
22228,BUNNY WOODEN PAINTED WITH BIRD,B,Y,BY,1458.3,1729,70,1.431,1,2088,18441664.17,93.614,44.2,Standard policy
21739,COSY SLIPPER SHOES SMALL GREEN,B,Y,BY,1457.75,496,62,1.424,1,2089,18443121.92,93.621,44.221,Standard policy
85098B,BLUE FLYING SINGING CANARY,B,Z,BZ,1456.94,366,44,1.861,1,2090,18444578.86,93.629,44.242,Erratic and mid-value — consider make-to-order
23086,ZINC  STAR T-LIGHT HOLDER,B,Z,BZ,1455.18,1228,23,3.161,0,2091,18446034.04,93.636,44.263,Erratic and mid-value — consider make-to-order
84637,KITCHEN FLOWER POTS WALL PLAQUE,B,Z,BZ,1454.49,585,52,4.719,1,2092,18447488.53,93.643,44.285,Erratic and mid-value — consider make-to-order
84596G,SMALL CHOCOLATES PINK BOWL,B,Y,BY,1454.0,2233,90,1.387,1,2093,18448942.53,93.651,44.306,Standard policy
20733,GOLD MINI TAPE MEASURE,B,Z,BZ,1453.9,1929,81,3.289,1,2094,18450396.43,93.658,44.327,Erratic and mid-value — consider make-to-order
22390,PAPERWEIGHT CHILDHOOD MEMORIES,B,Z,BZ,1453.62,815,50,2.38,1,2095,18451850.05,93.665,44.348,Erratic and mid-value — consider make-to-order
85055,FRENCH ENAMEL UTENSIL HOLDER,B,Z,BZ,1450.44,361,52,1.661,1,2096,18453300.49,93.673,44.369,Erratic and mid-value — consider make-to-order
22249,DECORATION WHITE CHICK MAGIC GARDEN,B,Z,BZ,1449.96,1654,61,1.577,1,2097,18454750.45,93.68,44.39,Erratic and mid-value — consider make-to-order
22287,"DECORATION , WOBBLY CHICKEN, METAL",B,Z,BZ,1447.3,1347,47,2.638,1,2098,18456197.75,93.688,44.412,Erratic and mid-value — consider make-to-order
23249,VINTAGE RED ENAMEL TRIM PLATE,B,Z,BZ,1445.9,854,26,2.876,1,2099,18457643.65,93.695,44.433,Erratic and mid-value — consider make-to-order
21159,MOODY BOY  DOOR HANGER,B,Z,BZ,1445.76,2106,87,2.554,1,2100,18459089.41,93.702,44.454,Erratic and mid-value — consider make-to-order
35637A,IVORY STRING CURTAIN WITH POLE,B,Z,BZ,1445.05,551,35,4.754,1,2101,18460534.46,93.71,44.475,Erratic and mid-value — consider make-to-order
84313C,ORANGE TV TRAY TABLE,B,Z,BZ,1442.39,548,44,4.24,1,2102,18461976.85,93.717,44.496,Erratic and mid-value — consider make-to-order
21822,GLITTER CHRISTMAS TREE WITH BELLS,B,Z,BZ,1442.34,1082,33,2.473,1,2103,18463419.19,93.724,44.517,Erratic and mid-value — consider make-to-order
22817,CARD SUKI BIRTHDAY,B,Y,BY,1439.94,3404,63,1.192,1,2104,18464859.13,93.732,44.539,Standard policy
21807,WHITE CHRISTMAS STAR DECORATION,B,Z,BZ,1438.41,3263,42,2.142,1,2105,18466297.54,93.739,44.56,Erratic and mid-value — consider make-to-order
20761,BLUE PAISLEY SKETCHBOOK,B,Z,BZ,1437.46,462,72,2.49,1,2106,18467735.0,93.746,44.581,Erratic and mid-value — consider make-to-order
22093,MOTORING TISSUE BOX,B,Z,BZ,1436.82,2355,76,2.129,1,2107,18469171.82,93.753,44.602,Erratic and mid-value — consider make-to-order
22316,200 BENDY SKULL STRAWS,B,Z,BZ,1435.32,1259,69,2.639,1,2108,18470607.14,93.761,44.623,Erratic and mid-value — consider make-to-order
22396,MAGNETS PACK OF 4 RETRO PHOTO,B,Z,BZ,1432.39,1902,74,1.886,1,2109,18472039.53,93.768,44.644,Erratic and mid-value — consider make-to-order
23527,WALL ART ANIMALS AND NATURE,B,Z,BZ,1432.31,421,10,5.699,0,2110,18473471.84,93.775,44.666,Erratic and mid-value — consider make-to-order
35965,FOLKART HEART NAPKIN RINGS,B,Y,BY,1429.53,631,72,1.447,1,2111,18474901.37,93.782,44.687,Standard policy
15034,PAPER POCKET TRAVELING FAN,B,Z,BZ,1428.02,10237,92,1.961,1,2112,18476329.39,93.79,44.708,Erratic and mid-value — consider make-to-order
21292,SMALL STRIPES CHOCOLATE GIFT BAG,B,Z,BZ,1427.11,2449,56,2.168,1,2113,18477756.5,93.797,44.729,Erratic and mid-value — consider make-to-order
20801,LARGE PINK GLASS SUNDAE DISH,B,Z,BZ,1427.1,1094,45,2.774,1,2114,18479183.6,93.804,44.75,Erratic and mid-value — consider make-to-order
85167B,BLACK GRAND BAROQUE PHOTO FRAME,B,Z,BZ,1426.34,692,34,2.952,1,2115,18480609.94,93.811,44.771,Erratic and mid-value — consider make-to-order
21532,DAIRY MAID SUGAR JAM BOWL,B,Z,BZ,1423.91,1389,36,8.371,1,2116,18482033.85,93.819,44.793,Erratic and mid-value — consider make-to-order
22545,MINI JIGSAW BUNNIES,B,Z,BZ,1422.74,3455,77,1.946,1,2117,18483456.59,93.826,44.814,Erratic and mid-value — consider make-to-order
35004G,SET OF 3 GOLD FLYING DUCKS,B,Z,BZ,1419.51,359,50,2.283,1,2118,18484876.1,93.833,44.835,Erratic and mid-value — consider make-to-order
20840,FRENCH FLORAL CUSHION COVER,B,Z,BZ,1419.09,885,45,2.899,1,2119,18486295.19,93.84,44.856,Erratic and mid-value — consider make-to-order
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,B,Z,BZ,1418.64,1908,60,1.894,1,2120,18487713.83,93.848,44.877,Erratic and mid-value — consider make-to-order
22819,"BIRTHDAY CARD, RETRO SPOT",B,Y,BY,1418.12,3351,62,1.27,1,2121,18489131.95,93.855,44.898,Standard policy
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,B,Z,BZ,1416.84,2878,62,1.675,1,2122,18490548.79,93.862,44.92,Erratic and mid-value — consider make-to-order
21395,BLUE POLKADOT BEAKER,B,Z,BZ,1415.64,2980,47,2.16,1,2123,18491964.43,93.869,44.941,Erratic and mid-value — consider make-to-order
23104,IVORY CAFE HANGING LAMP,B,Z,BZ,1405.42,118,24,3.44,0,2124,18493369.85,93.876,44.962,Erratic and mid-value — consider make-to-order
21828,EIGHT PIECE SNAKE  SET,B,Z,BZ,1402.87,1110,81,2.278,1,2125,18494772.72,93.883,44.983,Erratic and mid-value — consider make-to-order
23119,PACK OF 6 LARGE FRUIT STRAWS,B,Z,BZ,1402.32,2283,26,2.818,1,2126,18496175.04,93.89,45.004,Erratic and mid-value — consider make-to-order
23055,IVORY CHANDELIER T-LIGHT HOLDER,B,Z,BZ,1401.43,658,21,5.794,0,2127,18497576.47,93.898,45.025,Erratic and mid-value — consider make-to-order
21358,TOAST ITS - HAPPY BIRTHDAY,B,Y,BY,1399.96,1130,87,1.045,1,2128,18498976.43,93.905,45.047,Standard policy
21910,WAY OUT METAL SIGN,B,Z,BZ,1398.18,1066,47,3.889,1,2129,18500374.61,93.912,45.068,Erratic and mid-value — consider make-to-order
22756,LARGE YELLOW BABUSHKA NOTEBOOK,B,Z,BZ,1395.95,1206,59,2.104,1,2130,18501770.56,93.919,45.089,Erratic and mid-value — consider make-to-order
22685,FRENCH BLUE METAL DOOR SIGN 0,B,Y,BY,1395.84,1082,59,1.479,1,2131,18503166.4,93.926,45.11,Standard policy
23040,PAPER LANTERN 9 POINT SNOW STAR,B,Z,BZ,1394.03,253,21,5.078,0,2132,18504560.43,93.933,45.131,Erratic and mid-value — consider make-to-order
47503K,ASSORTED FLORAL SECATEURS,B,Z,BZ,1393.34,3179,24,9.229,0,2133,18505953.77,93.94,45.152,Erratic and mid-value — consider make-to-order
85087,CANDY SPOT CUSHION COVER,B,Z,BZ,1392.64,420,49,1.858,1,2134,18507346.41,93.947,45.174,Erratic and mid-value — consider make-to-order
22917,HERB MARKER ROSEMARY,B,Z,BZ,1390.55,2002,53,1.84,1,2135,18508736.96,93.954,45.195,Erratic and mid-value — consider make-to-order
85017B,ENVELOPE 50 BLOSSOM IMAGES,B,Z,BZ,1390.39,2231,89,1.741,1,2136,18510127.35,93.961,45.216,Erratic and mid-value — consider make-to-order
21011,GLITTER SNOW PEAR TREE DECORATION,B,Z,BZ,1389.75,1851,25,2.44,0,2137,18511517.1,93.968,45.237,Erratic and mid-value — consider make-to-order
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,B,Z,BZ,1389.59,3051,15,2.901,0,2138,18512906.69,93.975,45.258,Erratic and mid-value — consider make-to-order
85169A,IVORY LOVE BIRD CANDLE,B,Z,BZ,1389.57,1255,68,2.067,1,2139,18514296.26,93.982,45.279,Erratic and mid-value — consider make-to-order
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,B,Y,BY,1387.21,1526,81,1.467,1,2140,18515683.47,93.99,45.301,Standard policy
84562A,PINK/WHITE RIBBED MELAMINE JUG,B,Z,BZ,1386.21,170,42,2.075,1,2141,18517069.68,93.997,45.322,Erratic and mid-value — consider make-to-order
22339,CHRISTMAS TREE PAINTED ZINC,B,Z,BZ,1386.11,3522,40,2.266,1,2142,18518455.79,94.004,45.343,Erratic and mid-value — consider make-to-order
22984,CARD GINGHAM ROSE,B,Y,BY,1385.85,3385,63,1.412,1,2143,18519841.64,94.011,45.364,Standard policy
90200D,PINK SWEETHEART BRACELET,B,Y,BY,1385.01,330,71,1.482,1,2144,18521226.65,94.018,45.385,Standard policy
84873A,FUNKY FLOWER PICNIC BAG FOR 4,B,Z,BZ,1384.46,121,17,4.313,0,2145,18522611.11,94.025,45.406,Erratic and mid-value — consider make-to-order
84396,6 HOOK JEWELLERY STAND BLACK DRESS,B,Z,BZ,1380.52,552,11,4.304,0,2146,18523991.63,94.032,45.428,Erratic and mid-value — consider make-to-order
23414,ZINC BOX SIGN HOME,B,Z,BZ,1378.75,141,14,3.166,0,2147,18525370.38,94.039,45.449,Erratic and mid-value — consider make-to-order
35962,12 ASS ZINC CHRISTMAS DECORATIONS,B,Z,BZ,1376.98,593,24,2.575,0,2148,18526747.36,94.046,45.47,Erratic and mid-value — consider make-to-order
23546,WRAP PAISLEY PARK,B,Z,BZ,1375.5,3275,21,2.191,0,2149,18528122.86,94.053,45.491,Erratic and mid-value — consider make-to-order
21277,FRENCH STYLE EMBOSSED HEART CABINET,B,Z,BZ,1375.24,57,40,1.516,1,2150,18529498.1,94.06,45.512,Erratic and mid-value — consider make-to-order
46776B,WOVEN BERRIES CUSHION COVER,B,Z,BZ,1373.36,429,69,3.756,1,2151,18530871.46,94.067,45.533,Erratic and mid-value — consider make-to-order
20866,BLUE ROSE FABRIC MIRROR,B,Z,BZ,1372.66,1283,70,2.491,1,2152,18532244.12,94.074,45.555,Erratic and mid-value — consider make-to-order
84819,DANISH ROSE ROUND SEWING BOX,B,Z,BZ,1372.51,909,48,4.165,1,2153,18533616.63,94.081,45.576,Erratic and mid-value — consider make-to-order
20704,MR ROBOT SOFT TOY,B,Z,BZ,1371.42,361,47,2.827,1,2154,18534988.05,94.088,45.597,Erratic and mid-value — consider make-to-order
21530,DAIRY MAID TOASTRACK,B,Z,BZ,1370.41,962,77,1.608,1,2155,18536358.46,94.094,45.618,Erratic and mid-value — consider make-to-order
84685,BEACH HUT KEY CABINET,B,Z,BZ,1369.92,436,53,3.383,1,2156,18537728.38,94.101,45.639,Erratic and mid-value — consider make-to-order
23000,TRAVEL CARD WALLET TRANSPORT,B,Y,BY,1369.12,3171,43,1.458,1,2157,18539097.5,94.108,45.66,Standard policy
21209,MULTICOLOUR HONEYCOMB FAN,B,Z,BZ,1368.04,1476,69,1.804,1,2158,18540465.54,94.115,45.682,Erratic and mid-value — consider make-to-order
21684,SMALL MEDINA STAMPED METAL BOWL,B,Z,BZ,1367.81,1708,63,3.285,1,2159,18541833.35,94.122,45.703,Erratic and mid-value — consider make-to-order
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,B,Z,BZ,1366.48,406,37,2.297,1,2160,18543199.83,94.129,45.724,Erratic and mid-value — consider make-to-order
22916,HERB MARKER THYME,B,Z,BZ,1365.33,1965,54,1.839,1,2161,18544565.16,94.136,45.745,Erratic and mid-value — consider make-to-order
84665,SQUARE CHERRY BLOSSOM CABINET,B,Z,BZ,1364.7,226,34,2.073,1,2162,18545929.86,94.143,45.766,Erratic and mid-value — consider make-to-order
23221,REINDEER HEART DECORATION SILVER,B,Z,BZ,1363.87,1537,25,2.728,0,2163,18547293.73,94.15,45.787,Erratic and mid-value — consider make-to-order
35649,VINTAGE BEAD COSMETIC BAG,B,Z,BZ,1362.9,1826,36,9.599,1,2164,18548656.63,94.157,45.809,Erratic and mid-value — consider make-to-order
21285,RETROSPOT CANDLE  MEDIUM,B,Z,BZ,1362.62,1007,49,2.931,1,2165,18550019.25,94.164,45.83,Erratic and mid-value — consider make-to-order
