StockCode,Description,returned_units,returned_value,return_lines,units,class,return_rate_pct
35971,ROSE FOLKART HEART DECORATIONS,17,21.25,2,1969.0,BZ,0.86
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,17,63.75,3,1875.0,AZ,0.91
22769,CHALKBOARD KITCHEN ORGANISER,17,400.15,8,174.0,BZ,9.77
90200E,GREEN SWEETHEART BRACELET,16,68.0,5,210.0,CZ,7.62
22072,TEA CUP AND SAUCER RETRO SPOT,16,60.0,8,2420.0,AY,0.66
23238,SET OF 4 KNICK KNACK TINS LONDON,16,65.60000000000001,8,1862.0,AZ,0.86
23660,HENRIETTA HEN MUG,16,26.4,4,306.0,CZ,5.23
21577,SAVE THE PLANET COTTON TOTE BAG,16,36.0,5,2557.0,AZ,0.63
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,16,46.8,10,2315.0,AZ,0.69
22949,36 DOILIES DOLLY GIRL,16,23.2,2,2022.0,BZ,0.79
85119,WATERING CAN SINGLE HOOK PISTACHIO,16,27.04,2,413.0,CZ,3.87
22970,LONDON BUS COFFEE MUG,16,33.6,3,4367.0,AZ,0.37
22971,QUEENS GUARD COFFEE MUG,16,37.65,5,2431.0,AZ,0.66
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,16,26.4,2,252.0,CZ,6.35
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,16,6.72,1,1473.0,CZ,1.09
23526,WALL ART DOG LICENCE,16,95.2,2,1012.0,AZ,1.58
21532,DAIRY MAID SUGAR JAM BOWL,16,33.6,8,1389.0,BZ,1.15
85099B,RED RETROSPOT JUMBO BAG,16,30.6,6,97350.0,AX,0.02
22437,SET OF 9 BLACK SKULL BALLOONS,16,13.6,2,6518.0,AZ,0.25
23086,ZINC  STAR T-LIGHT HOLDER,16,20.0,1,1228.0,BZ,1.3
79320,FLAMINGO LIGHTS,16,77.10000000000001,10,904.0,AZ,1.77
84452,METAL RABBIT LADDER EASTER,16,13.6,2,198.0,CZ,8.08
22620,4 TRADITIONAL SPINNING TOPS,16,20.4,4,8195.0,AY,0.2
72753D,S/3 FLWR FAIRY SUMMER CANDLES,16,33.6,2,144.0,CZ,11.11
22821,GIFT BAG PSYCHEDELIC APPLES,16,10.4,2,1672.0,CZ,0.96
22849,BREAD BIN DINER STYLE MINT,16,251.2,9,405.0,AZ,3.95
22281,EASTER TREE YELLOW BIRDS,16,95.2,3,514.0,BZ,3.11
23234,BISCUIT TIN VINTAGE CHRISTMAS,16,46.24,5,1725.0,AZ,0.93
22607,WOODEN ROUNDERS GARDEN SET,16,133.55,8,2545.0,AY,0.63
22843,BISCUIT TIN VINTAGE GREEN,16,107.2,14,597.0,BZ,2.68
85176,SEWING SUSAN 21 NEEDLE SET,16,13.18,4,2748.0,BZ,0.58
22131,FOOD CONTAINER SET 3 LOVE HEART,16,29.1,4,5256.0,AY,0.3
79190B,RETRO PLASTIC POLKA TRAY,16,6.72,2,1485.0,CZ,1.08
22260,FELT EGG COSY BLUE RABBIT,16,13.6,2,1562.0,BZ,1.02
21427,SKULLS STORAGE BOX SMALL,16,33.6,8,507.0,CZ,3.16
84596F,SMALL MARSHMALLOWS PINK BOWL,16,6.72,1,4756.0,BY,0.34
22627,MINT KITCHEN SCALES,16,125.71000000000001,14,1606.0,AY,1.0
21276,TWO EMBOSSED HEART MINI DRAWERS,16,76.2,3,677.0,BZ,2.36
72131,COLUMBIAN CANDLE RECTANGLE,16,31.2,1,750.0,CZ,2.13
84766,SILVER ROCOCO CANDLE STICK,16,43.199999999999996,4,201.0,CZ,7.96
21249,WOODLAND  HEIGHT CHART STICKERS,16,46.4,3,1668.0,AY,0.96
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,16,60.0,9,1132.0,AZ,1.41
23431,NATURAL HANGING QUILTED HEARTS,16,13.280000000000001,3,1454.0,CZ,1.1
23374,RED SPOT PAPER GIFT BAG,16,13.12,3,2456.0,BZ,0.65
21292,SMALL STRIPES CHOCOLATE GIFT BAG,16,13.6,1,2449.0,BZ,0.65
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,16,13.34,6,8231.0,AY,0.19
22348,TEA BAG PLATE RED RETROSPOT,16,13.6,3,12461.0,AY,0.13
23372,SET 36 COLOUR PENCILS DOLLY GIRL,16,20.0,1,1391.0,BZ,1.15
23367,SET 12 COLOUR PENCILS SPACEBOY,16,10.4,1,3285.0,BZ,0.49
22701,PINK DOG BOWL,16,43.0,5,675.0,BZ,2.37
21361,LOVE LARGE WOOD LETTERS,16,202.2,13,563.0,AY,2.84
21903,MAN FLU METAL SIGN,16,33.1,4,3442.0,AZ,0.46
23126,FELTCRAFT GIRL AMELIE KIT,16,79.2,6,1114.0,AZ,1.44
22141,CHRISTMAS CRAFT TREE TOP ANGEL,16,33.6,4,3668.0,AZ,0.44
22179,SET 10 LIGHTS NIGHT OWL,15,99.65,11,2024.0,AY,0.74
85180A,RED HEARTS LIGHT CHAIN,15,69.75,3,629.0,BZ,2.38
79072,TEATIME CAKE TIN WITH HANDLE,15,149.25,8,285.0,BZ,5.26
21009,ETCHED GLASS STAR TREE DECORATION,15,18.75,3,1059.0,BZ,1.42
22926,IVORY GIANT GARDEN THERMOMETER,15,89.25,6,684.0,BZ,2.19
21321,GLASS CHALICE BLUE  LARGE,15,34.2,3,122.0,CZ,12.3
23265,SET OF 3 WOODEN TREE DECORATIONS,15,18.75,2,1784.0,BZ,0.84
22522,CHILDS GARDEN FORK BLUE,15,12.75,2,2246.0,BZ,0.67
22947,WOODEN ADVENT CALENDAR RED,15,221.26999999999998,11,1011.0,AZ,1.48
22378,WALL TIDY RETROSPOT,15,31.5,6,3756.0,AZ,0.4
21777,RECIPE BOX WITH METAL HEART,15,119.25,9,1135.0,AZ,1.32
23436,VINTAGE CHRISTMAS GIFT BAG LARGE,15,18.75,2,1979.0,BZ,0.76
23147,SINGLE ANTIQUE ROSE HOOK IVORY,15,21.75,6,1870.0,BZ,0.8
47480,HANGING PHOTO CLIP ROPE LADDER,15,24.75,2,1640.0,BZ,0.91
22210,WOOD STAMP SET BEST WISHES,15,24.75,3,1589.0,BZ,0.94
85136C,RED SHARK HELICOPTER,15,119.77,3,180.0,BZ,8.33
22203,MILK PAN RED RETROSPOT,15,56.25,11,1403.0,AZ,1.07
22525,CHILDRENS GARDEN GLOVES PINK,15,18.75,3,1949.0,BZ,0.77
20854,BLUE PATCH PURSE PINK HEART,15,24.75,2,444.0,CZ,3.38
22860,EASTER TIN CHICKS PINK DAISY,15,24.75,2,621.0,CZ,2.42
23087,ZINC  HEART T-LIGHT HOLDER,15,18.75,1,868.0,CZ,1.73
23089,GLASS BON BON JAR,15,25.65,7,2355.0,BZ,0.64
21548,CERAMIC BIRDHOUSE FINCH BLUE ROOF,15,44.25,4,691.0,BZ,2.17
22433,WATERING CAN GREEN DINOSAUR,15,29.25,4,2793.0,AY,0.54
22523,CHILDS GARDEN FORK PINK,15,12.75,3,2191.0,BZ,0.68
22428,ENAMEL FIRE BUCKET CREAM,15,104.25,7,460.0,BY,3.26
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,15,18.75,3,4453.0,AY,0.34
37501,TEA TIME TEA SET IN GIFT BOX,15,104.25,8,484.0,BY,3.1
21125,SET 6 FOOTBALL CELEBRATION CANDLES,15,18.75,4,2131.0,BZ,0.7
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,15,38.25,4,3045.0,AY,0.49
22839,3 TIER CAKE TIN GREEN AND CREAM,15,222.04999999999998,11,580.0,AZ,2.59
23311,VINTAGE CHRISTMAS STOCKING,15,38.25,4,2390.0,AZ,0.63
79342B,BROWN FLOWER LIGHTS,15,96.05,4,120.0,CZ,12.5
23079,TOADSTOOL BEDSIDE LIGHT,14,125.3,7,253.0,BZ,5.53
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,14,29.4,7,2765.0,AZ,0.51
22197,"POPCORN HOLDER , SMALL",14,10.99,5,88537.0,AY,0.02
22068,BLACK PIRATE TREASURE CHEST,14,23.1,3,1127.0,BZ,1.24
21896,POTTING SHED TWINE,14,28.65,5,2404.0,AZ,0.58
23237,SET OF 4 KNICK KNACK TINS LEAF,14,56.900000000000006,8,1054.0,AZ,1.33
48111,DOOR MAT 3 SMILEY CATS,14,86.5,2,4256.0,AZ,0.33
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,14,5.88,1,169.0,CZ,8.28
20677,PINK POLKADOT BOWL,14,17.310000000000002,3,7793.0,AY,0.18
22845,VINTAGE CREAM CAT FOOD CONTAINER,14,88.1,9,1001.0,AY,1.4
22584,PACK OF 6 PANETTONE GIFT BOXES,14,35.7,1,5236.0,AY,0.27
23224,CHERUB HEART DECORATION GOLD,14,11.620000000000001,2,738.0,CZ,1.9
20996,JAZZ HEARTS ADDRESS BOOK,14,5.88,1,6317.0,BZ,0.22
22674,FRENCH TOILET SIGN BLUE METAL,14,17.5,3,2382.0,BZ,0.59
21126,SET OF 6 GIRLS CELEBRATION CANDLES,14,17.5,2,2329.0,BZ,0.6
84976,RECTANGULAR SHAPED MIRROR,14,11.06,2,674.0,CZ,2.08
79403,FROSTED WHITE BASE,14,11.9,2,216.0,CZ,6.48
22409,MONEY BOX BISCUITS DESIGN,14,17.5,6,1694.0,BZ,0.83
23408,PHOTO FRAME LINEN AND LACE SMALL,14,29.12,3,310.0,CZ,4.52
22524,CHILDRENS GARDEN GLOVES BLUE,14,17.5,2,1925.0,BY,0.73
21485,RED SPOT HEART HOT WATER BOTTLE,14,69.3,3,7648.0,AY,0.18
85206B,PINK FELT EASTER EGG BASKET,14,23.1,3,1543.0,BZ,0.91
22486,PLASMATRONIC LAMP,14,178.5,7,104.0,CZ,13.46
21643,ASSORTED TUTTI FRUTTI MIRROR,14,17.5,3,1521.0,BY,0.92
22939,APRON APPLE DELIGHT,14,69.3,2,703.0,BZ,1.99
22268,EASTER DECORATION SITTING BUNNY,14,11.9,6,2562.0,BZ,0.55
85041,SET/4 PINK ORCHID CANDLES IN BOWL,14,23.1,3,1858.0,BZ,0.75
22454,MEASURING TAPE BABUSHKA RED,14,41.3,2,1430.0,BZ,0.98
23235,STORAGE TIN VINTAGE LEAF,14,40.46,7,739.0,BZ,1.89
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,14,17.5,3,3436.0,BZ,0.41
20821,GOLDIE LOOKING MIRROR,14,69.3,3,42.0,CZ,33.33
23026,DRAWER KNOB VINTAGE GLASS STAR,14,29.12,2,557.0,CZ,2.51
23182,TOILET SIGN OCCUPIED OR VACANT,14,11.62,6,3777.0,BZ,0.37
21936,RED/WHITE SPOT PICNIC BAG,14,41.3,3,7815.0,AY,0.18
84876D,BLUE HEART COMPACT MIRROR,14,47.5,2,332.0,CZ,4.22
22927,GREEN GIANT GARDEN THERMOMETER,14,83.3,7,468.0,BZ,2.99
22054,MINI CAKE STAND HANGING HEARTS,14,23.099999999999998,4,363.0,CZ,3.86
21955,DOOR MAT UNION JACK GUNS AND ROSES,14,86.38000000000001,2,3921.0,AZ,0.36
22519,CHILDS GARDEN BRUSH PINK,14,29.4,3,1427.0,BZ,0.98
21844,RETRO SPOT MUG,14,41.3,7,5387.0,AY,0.26
85131A,BEADED PEARL HEART WHITE ON STICK,14,12.52,4,2026.0,BZ,0.69
22605,WOODEN CROQUET GARDEN SET,14,170.29999999999998,13,1828.0,AZ,0.77
23184,BULL DOG BOTTLE OPENER,13,64.35,4,874.0,AZ,1.49
90201B,BLACK ENAMEL FLOWER RING,13,38.349999999999994,3,154.0,CZ,8.44
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,13,10.79,7,2144.0,BZ,0.61
85232D,SET/3 DECOUPAGE STACKING TINS,13,64.35,7,716.0,BY,1.82
23127,FELTCRAFT GIRL NICOLE KIT,13,64.35,3,737.0,BZ,1.76
23188,VINTAGE  2 METER FOLDING RULER,13,21.45,2,3473.0,AZ,0.37
23196,VINTAGE LEAF MAGNETIC NOTEPAD,13,18.849999999999998,3,1876.0,BZ,0.69
22937,BAKING MOULD CHOCOLATE CUPCAKES,13,33.150000000000006,2,974.0,BZ,1.33
23294,SET OF 6 SNACK LOAF BAKING CASES,13,10.79,4,4420.0,BZ,0.29
23295,SET OF 12 MINI LOAF BAKING CASES,13,10.79,5,6140.0,AZ,0.21
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,13,48.75,4,1637.0,AY,0.79
22889,"NUMBER TILE VINTAGE FONT, No",13,27.3,1,200.0,CZ,6.5
22656,VINTAGE BLUE KITCHEN CABINET,13,2368.5,12,45.0,AZ,28.89
22485,SET OF 2 WOODEN MARKET CRATES,13,165.75,8,1101.0,AY,1.18
23085,ANTIQUE SILVER BAUBLE LAMP,13,128.75,5,381.0,BZ,3.41
23486,ANTIQUE HEART SHELF UNIT,13,199.64999999999998,6,275.0,BZ,4.73
20814,SILVER FINCH DECORATION,13,16.25,2,189.0,CZ,6.88
84033,FLAG OF ST GEORGE,13,21.45,2,393.0,CZ,3.31
84030E,ENGLISH ROSE HOT WATER BOTTLE,13,55.25,4,2256.0,AZ,0.58
21827,EIGHT PIECE CREEPY CRAWLIE SET,13,16.25,1,838.0,CZ,1.55
84880,WHITE WIRE EGG HOLDER,13,78.9,5,1734.0,AZ,0.75
22684,FRENCH BLUE METAL DOOR SIGN 9,13,16.25,3,1014.0,BZ,1.28
21684,SMALL MEDINA STAMPED METAL BOWL,13,11.049999999999999,2,1708.0,BZ,0.76
84849B,FAIRY SOAP SOAP HOLDER,13,21.970000000000002,2,1936.0,BY,0.67
84910A,PINK PAISLEY CUSHION COVER,13,77.35,1,432.0,BZ,3.01
82578,KITCHEN METAL SIGN,13,7.1499999999999995,2,5605.0,BY,0.23
22322,BIRD DECORATION GREEN POLKADOT,13,11.049999999999999,2,1629.0,BY,0.8
90185A,AMBER DIAMANTE EXPANDABLE RING,13,55.25,3,55.0,CZ,23.64
20749,ASSORTED COLOUR MINI CASES,13,101.75,10,3075.0,AY,0.42
21312,LARGE CHUNKY GLASS ROMAN BOWL,13,25.35,3,300.0,CZ,4.33
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,13,10.790000000000001,2,325.0,CZ,4.0
22848,BREAD BIN DINER STYLE PINK,13,208.35,10,382.0,AZ,3.4
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,13,75.35,8,6200.0,AZ,0.21
21145,ANTIQUE GLASS PLACE SETTING,13,16.25,2,869.0,BZ,1.5
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,13,16.25,2,969.0,CZ,1.34
22340,NOEL GARLAND PAINTED ZINC,13,19.049999999999997,2,1824.0,BZ,0.71
71038,WHITE HANGING BEADS CANDLE HOLDER,13,70.85,8,723.0,BY,1.8
22310,KNITTED MUG COSY IVORY COLOUR,13,21.25,2,1740.0,BZ,0.75
37500,TEA TIME TEAPOT IN GIFT BOX,13,119.97,9,881.0,AZ,1.48
21201,TROPICAL  HONEYCOMB PAPER GARLAND,13,33.15,2,2743.0,AZ,0.47
22745,POPPY'S PLAYHOUSE BEDROOM,13,27.299999999999997,3,3990.0,AZ,0.33
22044,CHRISTMAS CARD STACK OF PRESENTS,13,5.46,2,1940.0,CZ,0.67
47567B,TEA TIME KITCHEN APRON,13,76.05000000000001,8,2179.0,AY,0.6
23313,VINTAGE CHRISTMAS BUNTING,13,64.35,2,2997.0,AZ,0.43
23320,GIANT 50'S CHRISTMAS CRACKER,13,37.57,2,2668.0,AZ,0.49
84997A,CHILDRENS CUTLERY POLKADOT GREEN,13,49.95,3,5366.0,AY,0.24
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,13,48.75,3,5366.0,AY,0.24
22405,MONEY BOX POCKET MONEY DESIGN,13,16.06,2,1644.0,BZ,0.79
22863,SOAP DISH BROCANTE,13,38.35,2,1112.0,BZ,1.17
21272,SALLE DE BAIN HOOK,13,16.25,5,2356.0,BY,0.55
20718,RED SPOTTY SHOPPER BAG,13,16.25,3,13361.0,AX,0.1
21255,"FRENCH BOTTLE , LAVENDER",13,21.45,2,476.0,CZ,2.73
21973,SET OF 36 MUSHROOM PAPER DOILIES,13,18.849999999999998,2,1670.0,BZ,0.78
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,13,16.25,2,2221.0,BY,0.59
22603,CHRISTMAS RETROSPOT TREE WOOD,13,11.049999999999999,2,4145.0,BZ,0.31
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,13,11.05,2,71.0,CZ,18.31
21794,CLASSIC FRENCH STYLE BASKET NATURAL,13,79.35,5,713.0,BZ,1.82
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,13,16.25,2,415.0,CZ,3.13
21792,CLASSIC FRENCH STYLE BASKET GREEN,13,84.95,6,497.0,BZ,2.62
22626,BLACK KITCHEN SCALES,13,110.5,7,841.0,AY,1.55
47585A,PINK FAIRY CAKE CUSHION COVER,13,18.75,2,1086.0,BZ,1.2
21821,GLITTER STAR GARLAND WITH BELLS,13,48.75,2,726.0,BZ,1.79
79191D,RETRO PLASTIC DAISY TRAY,13,11.86,2,138.0,CZ,9.42
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,12,10.2,1,837.0,CZ,1.43
21720,CAKE SHOP  STICKER SHEET,12,10.2,1,1069.0,CZ,1.12
22449,SILK PURSE BABUSHKA PINK,12,40.2,2,1326.0,AY,0.9
22162,HEART GARLAND RUSTIC PADDED,12,35.4,3,1221.0,BZ,0.98
47591D,PINK FAIRY CAKE CHILDRENS APRON,12,23.4,5,9650.0,AY,0.12
22246,MAGIC GARDEN FELT GARLAND,12,23.4,1,1082.0,BY,1.11
22073,RETRO SPOT STORAGE JAR,12,45.0,10,2140.0,AY,0.56
20689,RETRO SISTERS EXPRESSO CUPS,12,23.4,1,430.0,CZ,2.79
22143,CHRISTMAS CRAFT HEART DECORATIONS,12,25.2,2,448.0,CZ,2.68
15058A,BLUE WHITE SPOTS GARDEN PARASOL,12,83.4,2,476.0,BZ,2.52
72780,BLACK SILOUETTE CANDLE PLATE,12,10.2,1,514.0,CZ,2.33
22602,CHRISTMAS RETROSPOT HEART WOOD,12,10.2,1,6530.0,AZ,0.18
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,12,10.2,1,180.0,CZ,6.67
21991,BOHEMIAN COLLAGE STATIONERY SET,12,15.0,1,1103.0,BZ,1.09
21990,MODERN FLORAL STATIONERY SET,12,15.0,1,2460.0,AY,0.49
22792,FLUTED ANTIQUE CANDLE HOLDER,12,10.2,1,3525.0,BZ,0.34
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,15.0,1,2404.0,BY,0.5
21179,NO JUNK MAIL METAL SIGN,12,4.68,1,4294.0,BZ,0.28
21211,SET OF 72 SKULL PAPER  DOILIES,12,17.4,1,2408.0,BZ,0.5
22396,MAGNETS PACK OF 4 RETRO PHOTO,12,15.0,2,1902.0,BZ,0.63
22410,MONEY BOX HOUSEKEEPING DESIGN,12,15.0,1,1366.0,BZ,0.88
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,12,25.2,1,2198.0,AY,0.55
21144,PINK POODLE HANGING DECORATION,12,4.56,1,543.0,CZ,2.21
22287,DECORATION WOBBLY CHICKEN,12,4.68,1,1347.0,BZ,0.89
22285,"DECORATION HEN ON NEST, HANGING",12,19.8,1,2725.0,AZ,0.44
23335,EGG FRYING PAN IVORY,12,24.96,2,378.0,CZ,3.17
23333,IVORY WICKER HEART MEDIUM,12,15.0,1,2110.0,BZ,0.57
40018F,CHERRY DESIGN PAPERLANTERNS,12,23.4,3,1093.0,BZ,1.1
21880,RED RETROSPOT TAPE,12,7.8,1,2483.0,BZ,0.48
21880,RED AND WHITE SPOT TAPE,12,7.8,1,2483.0,BZ,0.48
21911,GARDEN METAL SIGN,12,19.8,1,2549.0,BZ,0.47
22037,ROBOT BIRTHDAY CARD,12,5.04,1,7102.0,BY,0.17
22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,5.04,1,1125.0,CY,1.07
21173,LOO ROLL  METAL SIGN,12,19.8,1,342.0,CZ,3.51
23315,IVORY REFECTORY CLOCK,12,97.8,1,213.0,BZ,5.63
21993,FLORAL FOLK STATIONERY SET,12,15.0,1,2858.0,AY,0.42
22134,LADLE LOVE HEART RED,12,5.04,1,2355.0,CZ,0.51
71279,PINK GLASS CANDLEHOLDER,12,35.400000000000006,8,297.0,CZ,4.04
22043,CHRISTMAS CARD SCREEN PRINT,12,5.04,1,2209.0,CZ,0.54
85017B,ENVELOPE 50 BLOSSOM IMAGES,12,10.2,1,2231.0,BZ,0.54
22075,6 RIBBONS ELEGANT CHRISTMAS,12,19.8,1,3106.0,AZ,0.39
22074,6 RIBBONS SHIMMERING PINKS,12,19.8,1,2160.0,BZ,0.56
23220,REINDEER HEART DECORATION GOLD,12,9.96,1,994.0,CZ,1.21
23213,STAR WREATH DECORATION WITH BELL,12,15.0,1,1683.0,BZ,0.71
21286,RETRO SPOT CANDLE  LARGE,12,30.6,1,1006.0,BZ,1.19
22756,LARGE YELLOW BABUSHKA NOTEBOOK,12,15.0,1,1206.0,BZ,1.0
22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,10.2,1,3784.0,BZ,0.32
22754,SMALL RED BABUSHKA NOTEBOOK,12,10.2,1,3928.0,BZ,0.31
22021,BLUE FELT EASTER EGG BASKET,12,19.8,1,1415.0,BZ,0.85
21284,RETRO SPOT CANDLE  SMALL,12,20.28,1,1548.0,BZ,0.78
21283,NATURAL BARK CANDLE SMALL,12,39.0,1,537.0,BZ,2.23
21282,NATURAL BARK CANDLE LARGE,12,51.0,1,369.0,BZ,3.25
23352,ROLL WRAP 50'S RED CHRISTMAS,12,15.0,1,1803.0,BZ,0.67
85169C,EAU DE NIL LOVE BIRD CANDLE,12,15.0,1,505.0,CZ,2.38
85169A,IVORY LOVE BIRD CANDLE,12,15.0,1,1255.0,BZ,0.96
23223,CHRISTMAS TREE HANGING SILVER,12,9.96,1,803.0,CZ,1.49
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,12,10.2,2,701.0,CZ,1.71
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,10.2,1,7513.0,AZ,0.16
21508,VINTAGE KID DOLLY CARD,12,5.04,1,6740.0,BY,0.18
21507,"ELEPHANT, BIRTHDAY CARD,",12,5.04,1,8235.0,BX,0.15
21507,ELEPHANT BIRTHDAY CARD,12,5.04,1,8235.0,BX,0.15
21504,SKULLS GREETING CARD,12,5.04,1,4961.0,BY,0.24
22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,15.0,2,1721.0,CZ,0.7
79066K,RETRO MOD TRAY,12,10.2,3,1415.0,BY,0.85
22855,FINE WICKER HEART,12,15.0,1,4808.0,AZ,0.25
22133,PINK LOVE HEART SHAPE CUP,12,10.2,1,2464.0,BY,0.49
35651,VINTAGE BEAD PINK SCARF,12,19.8,1,459.0,CZ,2.61
21400,RED PUDDING SPOON,12,5.04,1,1078.0,CZ,1.11
21397,BLUE  SPOTTY EGG CUP,12,15.0,1,2157.0,BZ,0.56
84821,DANISH ROSE DELUXE COASTER,12,10.2,1,1330.0,CZ,0.9
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,12,30.6,1,195.0,CZ,6.15
22664,TOY TIDY DOLLY GIRL DESIGN,12,25.2,3,1430.0,BZ,0.84
22349,"DOG BOWL , CHASING BALL DESIGN",12,42.120000000000005,5,2574.0,AZ,0.47
22655,VINTAGE RED KITCHEN CABINET,12,2320.5,10,76.0,AZ,15.79
22615,PACK OF 12 CIRCUS PARADE TISSUES,12,4.68,1,3721.0,CZ,0.32
21454,PAINTED PINK RABBIT,12,10.2,1,939.0,CZ,1.28
21445,12 PINK ROSE PEG PLACE SETTINGS,12,15.0,2,1523.0,BZ,0.79
23413,VINTAGE COFFEE GRINDER BOX,12,49.8,1,177.0,CZ,6.78
70007,HI TEC ALPINE HAND WARMER,12,19.8,1,1306.0,BZ,0.92
22221,CAKE STAND LOVEBIRD 2 TIER PINK,12,119.39999999999999,9,906.0,AZ,1.32
22132,RED LOVE HEART SHAPE CUP,12,10.2,1,3349.0,BY,0.36
22026,BANQUET BIRTHDAY  CARD,12,5.04,1,4041.0,BY,0.3
22025,RING OF ROSES BIRTHDAY CARD,12,5.04,1,3994.0,BY,0.3
23289,DOLLY GIRL CHILDRENS BOWL,12,15.0,4,1622.0,BZ,0.74
21066,VINTAGE RED MUG,12,15.0,1,2291.0,BZ,0.52
21061,PARTY INVITES FOOTBALL,12,10.2,1,1397.0,CZ,0.86
21058,PARTY INVITES WOODLAND,12,10.2,1,2405.0,BY,0.5
85032D,YULETIDE IMAGES GIFT WRAP SET,12,7.8,1,1151.0,BZ,1.04
85032C,CURIOUS IMAGES GIFT WRAP SET,12,7.8,1,888.0,CZ,1.35
22918,HERB MARKER PARSLEY,12,7.8,1,1930.0,BZ,0.62
22917,HERB MARKER ROSEMARY,12,7.8,1,2002.0,BZ,0.6
22916,HERB MARKER THYME,12,7.8,1,1965.0,BZ,0.61
22911,PAPER CHAIN KIT LONDON,12,35.4,4,855.0,BZ,1.4
21749,LARGE RED SPOT WINDMILL,12,25.2,1,5657.0,AZ,0.21
21589,SWALLOW GIANT TUBE MATCHES,12,30.6,1,1119.0,BZ,1.07
84199,GLOW IN DARK DOLPHINS,12,2.52,1,558.0,CZ,2.15
21010,ETCHED GLASS BIRD TREE DECORATION,12,15.0,1,856.0,CZ,1.4
20983,12 PENCILS TALL TUBE RED SPOTTY,12,10.2,1,6294.0,AY,0.19
21042,RED SPOTTY APRON,12,71.4,5,1476.0,AY,0.81
22323,PINK POLKADOT KIDS BAG,12,23.4,4,637.0,BZ,1.88
22683,FRENCH BLUE METAL DOOR SIGN 8,12,15.0,2,1131.0,BY,1.06
22681,FRENCH BLUE METAL DOOR SIGN 6,12,14.81,3,1169.0,BY,1.03
37330,SPOTS MUG,12,23.099999999999998,3,517.0,CZ,2.32
35979,SIX STRING SCANDINAVIAN HEART DECS,12,35.4,2,94.0,CZ,12.77
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,12,15.0,1,1.0,CZ,1200.0
22753,SMALL YELLOW BABUSHKA NOTEBOOK,12,10.2,1,2349.0,BZ,0.51
22746,POPPY'S PLAYHOUSE LIVINGROOM,12,25.2,2,2919.0,AZ,0.41
21675,BUTTERFLIES STICKERS,12,10.2,1,1794.0,BY,0.67
82587,TEXRIO TOMATOES CANDLE+CUP,12,15.0,1,133.0,CZ,9.02
82585,SWEET VALENCIA CANDLE+CUP,12,15.0,1,165.0,CZ,7.27
21039,RED RETROSPOT SHOPPING BAG,12,30.6,2,1313.0,BY,0.91
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,12,54.5,4,471.0,BZ,2.55
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,12,19.8,1,1657.0,BZ,0.72
21071,VINTAGE BILLBOARD DRINK ME MUG,12,13.67,4,4294.0,AZ,0.28
47013C,WINE BOTTLE DRESSING DARK BLUE,12,1.44,1,147.0,CZ,8.16
22257,FELT FARM ANIMAL SHEEP,12,15.0,1,420.0,CZ,2.86
22256,FELT FARM ANIMAL CHICKEN,12,15.0,1,939.0,CZ,1.28
85097B,BLUE ROCKING SINGING CANARY,12,38.6,5,107.0,CZ,11.21
20897,VINTAGE NOTEBOOK PARIS DAYS,12,35.4,2,351.0,CZ,3.42
22921,HERB MARKER CHIVES,12,7.8,1,1776.0,BZ,0.68
22919,HERB MARKER MINT,12,7.8,1,1804.0,BZ,0.67
21955,DOORMAT UNION JACK GUNS AND ROSES,12,83.4,2,3921.0,AZ,0.31
22023,EMPIRE BIRTHDAY CARD,12,5.04,1,5059.0,BY,0.24
