sku_a,product_a,sku_b,product_b,support,confidence,lift,strength,co_stock_rule,class_a
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22470,HEART OF WICKER LARGE,0.0228,0.1414,2.4334,moderate,0,AX
22470,HEART OF WICKER LARGE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0228,0.3929,2.4334,moderate,0,AY
21212,PACK OF 72 RETROSPOT CAKE CASES,20727,LUNCH BAG  BLACK SKULL.,0.0158,0.1694,2.421,moderate,0,AX
20727,LUNCH BAG  BLACK SKULL.,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0158,0.2252,2.421,moderate,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,84970S,HANGING HEART ZINC T-LIGHT HOLDER,0.0176,0.1092,2.408,moderate,0,AX
84970S,HANGING HEART ZINC T-LIGHT HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0176,0.3888,2.408,moderate,0,AX
85099B,JUMBO BAG RED RETROSPOT,21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.0173,0.1455,2.3008,moderate,0,AX
21080,SET/20 RED RETROSPOT PAPER NAPKINS,85099B,JUMBO BAG RED RETROSPOT,0.0173,0.2732,2.3008,moderate,0,AX
21212,PACK OF 72 RETROSPOT CAKE CASES,22383,LUNCH BAG SUKI  DESIGN,0.0153,0.1643,2.2968,moderate,0,AX
22383,LUNCH BAG SUKI  DESIGN,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0153,0.2136,2.2968,moderate,0,AX
85099B,JUMBO BAG RED RETROSPOT,22197,SMALL POPCORN HOLDER,0.0183,0.1541,2.2659,moderate,0,AX
22197,SMALL POPCORN HOLDER,85099B,JUMBO BAG RED RETROSPOT,0.0183,0.2691,2.2659,moderate,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22469,HEART OF WICKER SMALL,0.0234,0.1447,2.2649,moderate,0,AX
22469,HEART OF WICKER SMALL,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0234,0.3657,2.2649,moderate,0,AY
21212,PACK OF 72 RETROSPOT CAKE CASES,47566,PARTY BUNTING,0.0166,0.1788,2.2618,moderate,0,AX
47566,PARTY BUNTING,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0166,0.2103,2.2618,moderate,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,84978,HANGING HEART JAR T-LIGHT HOLDER,0.0154,0.0952,2.2509,moderate,0,AX
84978,HANGING HEART JAR T-LIGHT HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0154,0.3634,2.2509,moderate,0,AX
21754,HOME BUILDING BLOCK WORD,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0222,0.361,2.2357,moderate,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21754,HOME BUILDING BLOCK WORD,0.0222,0.1375,2.2357,moderate,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22457,NATURAL SLATE HEART CHALKBOARD,0.0211,0.1307,2.1559,moderate,0,AX
22457,NATURAL SLATE HEART CHALKBOARD,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0211,0.3481,2.1559,moderate,0,AY
85099B,JUMBO BAG RED RETROSPOT,22382,LUNCH BAG SPACEBOY DESIGN,0.016,0.135,2.1002,moderate,0,AX
22382,LUNCH BAG SPACEBOY DESIGN,85099B,JUMBO BAG RED RETROSPOT,0.016,0.2494,2.1002,moderate,0,AX
85099B,JUMBO BAG RED RETROSPOT,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,0.015,0.1264,2.0978,moderate,0,AX
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,85099B,JUMBO BAG RED RETROSPOT,0.015,0.2491,2.0978,moderate,0,AX
85099B,JUMBO BAG RED RETROSPOT,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0229,0.193,2.0754,moderate,0,AX
21212,PACK OF 72 RETROSPOT CAKE CASES,85099B,JUMBO BAG RED RETROSPOT,0.0229,0.2465,2.0754,moderate,0,AX
22423,REGENCY CAKESTAND 3 TIER,47566,PARTY BUNTING,0.0188,0.1635,2.0684,moderate,0,AX
47566,PARTY BUNTING,22423,REGENCY CAKESTAND 3 TIER,0.0188,0.2383,2.0684,moderate,0,AY
21175,GIN + TONIC DIET METAL SIGN,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0163,0.3291,2.0382,moderate,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21175,GIN + TONIC DIET METAL SIGN,0.0163,0.1007,2.0382,moderate,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22178,VICTORIAN GLASS HANGING T-LIGHT,0.0175,0.1083,2.014,moderate,0,AX
22178,VICTORIAN GLASS HANGING T-LIGHT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0175,0.3252,2.014,moderate,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21232,STRAWBERRY CERAMIC TRINKET BOX,0.0233,0.1445,1.9963,weak,0,AX
21232,STRAWBERRY CERAMIC TRINKET BOX,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0233,0.3223,1.9963,weak,0,AX
21181,PLEASE ONE PERSON METAL SIGN,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0173,0.3218,1.9931,weak,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21181,PLEASE ONE PERSON METAL SIGN,0.0173,0.1068,1.9931,weak,0,AX
85099B,JUMBO BAG RED RETROSPOT,21232,STRAWBERRY CERAMIC TRINKET BOX,0.017,0.1433,1.9784,weak,0,AX
21232,STRAWBERRY CERAMIC TRINKET BOX,85099B,JUMBO BAG RED RETROSPOT,0.017,0.235,1.9784,weak,0,AX
21212,PACK OF 72 RETROSPOT CAKE CASES,22423,REGENCY CAKESTAND 3 TIER,0.0206,0.2211,1.9193,weak,0,AX
22423,REGENCY CAKESTAND 3 TIER,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0206,0.1785,1.9193,weak,0,AX
84946,ANTIQUE SILVER TEA GLASS ETCHED,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0161,0.3062,1.8964,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,84946,ANTIQUE SILVER TEA GLASS ETCHED,0.0161,0.0994,1.8964,weak,0,AX
22423,REGENCY CAKESTAND 3 TIER,21232,STRAWBERRY CERAMIC TRINKET BOX,0.0156,0.1358,1.8748,weak,0,AX
21232,STRAWBERRY CERAMIC TRINKET BOX,22423,REGENCY CAKESTAND 3 TIER,0.0156,0.216,1.8748,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,84991,60 TEATIME FAIRY CAKE CASES,0.0181,0.1122,1.7682,weak,0,AX
84991,60 TEATIME FAIRY CAKE CASES,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0181,0.2855,1.7682,weak,0,AX
47566,PARTY BUNTING,85099B,JUMBO BAG RED RETROSPOT,0.0166,0.2096,1.7649,weak,0,AY
85099B,JUMBO BAG RED RETROSPOT,47566,PARTY BUNTING,0.0166,0.1395,1.7649,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,20724,RED RETROSPOT CHARLOTTE BAG,0.0165,0.102,1.6799,weak,0,AX
20724,RED RETROSPOT CHARLOTTE BAG,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0165,0.2713,1.6799,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,0.0162,0.1006,1.6687,weak,0,AX
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0162,0.2694,1.6687,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,84879,ASSORTED COLOUR BIRD ORNAMENT,0.0223,0.1383,1.6568,weak,0,AX
84879,ASSORTED COLOUR BIRD ORNAMENT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0223,0.2675,1.6568,weak,0,AY
21931,JUMBO STORAGE BAG SUKI,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0181,0.2614,1.6188,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21931,JUMBO STORAGE BAG SUKI,0.0181,0.1124,1.6188,weak,0,AX
22384,LUNCH BAG PINK POLKADOT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0163,0.2599,1.6095,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22384,LUNCH BAG PINK POLKADOT,0.0163,0.1009,1.6095,weak,0,AX
47566,PARTY BUNTING,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0204,0.2587,1.6021,weak,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,47566,PARTY BUNTING,0.0204,0.1266,1.6021,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.0153,0.095,1.598,weak,0,AX
21977,PACK OF 60 PINK PAISLEY CAKE CASES,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0153,0.258,1.598,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,20725,LUNCH BAG RED RETROSPOT,0.0227,0.1403,1.5387,weak,0,AX
20725,LUNCH BAG RED RETROSPOT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0227,0.2484,1.5387,weak,0,AX
21080,SET/20 RED RETROSPOT PAPER NAPKINS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0157,0.2478,1.5344,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21080,SET/20 RED RETROSPOT PAPER NAPKINS,0.0157,0.097,1.5344,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,20727,LUNCH BAG  BLACK SKULL.,0.0173,0.1068,1.5265,weak,0,AX
20727,LUNCH BAG  BLACK SKULL.,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0173,0.2465,1.5265,weak,0,AY
22197,SMALL POPCORN HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0165,0.2428,1.5034,weak,0,AY
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22197,SMALL POPCORN HOLDER,0.0165,0.1022,1.5034,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0225,0.1396,1.5006,weak,0,AX
21212,PACK OF 72 RETROSPOT CAKE CASES,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0225,0.2423,1.5006,weak,0,AX
22383,LUNCH BAG SUKI  DESIGN,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.017,0.2378,1.4727,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22383,LUNCH BAG SUKI  DESIGN,0.017,0.1054,1.4727,weak,0,AX
22423,REGENCY CAKESTAND 3 TIER,20725,LUNCH BAG RED RETROSPOT,0.0152,0.1319,1.4462,weak,0,AX
20725,LUNCH BAG RED RETROSPOT,22423,REGENCY CAKESTAND 3 TIER,0.0152,0.1666,1.4462,weak,0,AX
85099B,JUMBO BAG RED RETROSPOT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0277,0.2335,1.446,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,85099B,JUMBO BAG RED RETROSPOT,0.0277,0.1717,1.446,weak,0,AX
22423,REGENCY CAKESTAND 3 TIER,85099B,JUMBO BAG RED RETROSPOT,0.0174,0.1513,1.274,weak,0,AX
85099B,JUMBO BAG RED RETROSPOT,22423,REGENCY CAKESTAND 3 TIER,0.0174,0.1468,1.274,weak,0,AX
22423,REGENCY CAKESTAND 3 TIER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.0229,0.1984,1.229,weak,0,AX
85123A,WHITE HANGING HEART T-LIGHT HOLDER,22423,REGENCY CAKESTAND 3 TIER,0.0229,0.1416,1.229,weak,0,AX
